Date,Temp,Temp_Max,Temp_Min,WS,WD,PRE,HUM,SP
27-05-2019,38.44,46.02,30.61,6.48,304.19,0,8.48,96.66
28-05-2019,38.25,46.05,30,6.75,300.19,0,8.61,96.6
29-05-2019,38.94,46.19,30.73,4.16,297.94,0,8.18,96.53
30-05-2019,39.69,46.14,33.01,2.4,269.56,0.03,9.03,96.53
31-05-2019,39.25,45.75,33.26,3.15,263,0.46,10.01,96.56
01-06-2019,38.82,44.65,33.33,2.55,191.81,0,9.58,96.69
02-06-2019,39.46,46.08,33.15,4.22,298.38,0,9.52,96.61
03-06-2019,38.61,45.8,33.63,4.87,271,0.12,10.44,96.56
04-06-2019,38.82,46.54,30.94,4.54,285.69,0,9.89,96.53
05-06-2019,39.93,46.8,32.8,5.34,315.38,0.97,9.28,96.49
06-06-2019,39.62,45.45,34.08,5.52,314.31,0,8.73,96.49
07-06-2019,39.91,46.79,33.05,5.3,241.5,0.58,10.38,96.55
08-06-2019,37.43,42.49,33.2,3.59,275.12,8.85,13.92,96.61
09-06-2019,35.59,41.3,30.91,3.59,259.81,0.02,15.99,96.54
10-06-2019,37.68,44.59,30.64,4.45,278,0.11,12.82,96.35
11-06-2019,38.09,44.69,30.78,4.51,230.81,0.03,12.02,96.37
12-06-2019,36.88,43.85,30.55,6.63,208.5,0,14.4,96.44
13-06-2019,34.57,39.55,30.9,5.56,237,0,14.89,96.62
14-06-2019,35.55,41.77,29.98,5.47,272.25,0,12.57,96.59
15-06-2019,36.57,42.76,30.01,5.36,276.62,0.37,11.78,96.63
16-06-2019,36.14,41.42,30.37,5.88,285.06,0.59,12.63,96.74
17-06-2019,36.23,41.74,30.82,6.21,284.12,1.02,13.06,96.75
18-06-2019,36.22,41.76,29.93,5.47,279.38,0.01,12.27,96.61
19-06-2019,35.76,40.65,30.46,5.44,280.5,0.09,14.22,96.53
20-06-2019,32.37,35.24,30.19,3.98,259.94,1.04,15.44,96.62
21-06-2019,34.48,40.24,28.9,3.23,286.44,4.92,15.08,96.53
22-06-2019,33.25,39.22,28.87,3.93,221.12,6.42,16.24,96.48
23-06-2019,30.55,35.01,26.23,3.59,268.12,14.53,18.68,96.5
24-06-2019,31.55,36.65,26.79,1.98,174.81,2.17,18.55,96.64
25-06-2019,32.4,37.83,27.06,2.95,171.62,1.49,18.62,96.73
26-06-2019,31.49,36.52,27.29,3.59,272.94,5.86,19.35,96.7
27-06-2019,29.07,34.32,26.16,4.45,268.88,25.41,20.39,96.56
28-06-2019,27.78,30.34,26.26,4.7,265.69,9.84,19.65,96.51
29-06-2019,27.73,32.05,24.68,4.27,263.12,13.26,18.55,96.47
30-06-2019,26.92,30.6,23.47,5.87,285.62,10.98,18.19,96.53
01-07-2019,28.33,32.69,24.59,4.61,281.38,2.54,18.55,96.49
02-07-2019,26.8,29.21,25.17,6.04,272.44,12.63,18.92,96.46
03-07-2019,27.05,31.03,24.24,7.2,266.31,15.99,18.98,96.43
04-07-2019,27.85,33.26,23.39,6.62,270.56,7.75,17.58,96.44
05-07-2019,26.41,30.31,22.37,7.77,259.81,9.21,16.72,96.3
06-07-2019,28.3,34.23,23.81,6.89,258,5.65,18.31,96.26
07-07-2019,26.98,30.9,24.25,6.28,253.88,5.82,18.49,96.42
08-07-2019,26.62,30.01,24.34,5.46,261.5,9.35,18.86,96.59
09-07-2019,27.89,32.62,24.52,5.08,251.5,4.62,18.62,96.57
10-07-2019,28.9,33.79,24.85,5.01,244.62,2.02,18.86,96.52
11-07-2019,28.51,32.44,24.72,4.73,263.25,1.5,18.92,96.69
12-07-2019,28.8,32.9,24.87,4.73,260.31,0.34,18.62,96.88
13-07-2019,28.57,33.54,24.82,4.71,258.5,0.07,18.25,96.96
14-07-2019,28.55,33.14,24.94,6.05,262,0.07,18.19,96.86
15-07-2019,28.94,34.29,24.48,5.53,266.19,0.01,18.01,96.72
16-07-2019,29.54,35.01,24.8,4.98,285.81,0,17.94,96.78
17-07-2019,30.08,35.99,24.9,4.44,299.44,0,17.88,96.73
18-07-2019,30.71,36.17,25.19,3.67,245.56,0.41,18.07,96.58
19-07-2019,30.67,35.66,26.56,1.59,151.56,2.22,18.07,96.52
20-07-2019,28.05,31.24,25.7,2.37,216.69,33.2,20.51,96.51
21-07-2019,29.11,33.54,25.36,4.2,147.69,4.15,19.78,96.49
22-07-2019,29.44,34.61,24.58,3.14,144.75,0.45,19.29,96.52
23-07-2019,30.15,35.9,24.92,3.53,150.19,0.77,18.37,96.55
24-07-2019,29.98,34.9,25.23,2.72,229.88,3.31,19.71,96.58
25-07-2019,27.86,32.65,25.04,6.27,273.81,11.51,18.98,96.66
26-07-2019,27.41,31.82,24.69,6.01,271.81,11.03,18.68,96.56
27-07-2019,26.99,30.48,24.63,7.62,274.81,19.13,19.04,96.46
28-07-2019,26.57,30.12,23.9,7.09,277.81,11.4,18.68,96.46
29-07-2019,26.03,28.44,23.98,6.43,274.44,21.29,19.35,96.35
30-07-2019,25.39,27.58,23.64,8.62,260.94,65.49,19.04,96.4
31-07-2019,24.9,27.32,23.18,7.48,258.06,39.12,18.13,96.65
01-08-2019,25.87,29.34,22.83,6.41,262.38,3.5,18.31,96.62
02-08-2019,24.87,26.98,23.27,5.91,260.88,16.25,18.62,96.53
03-08-2019,26.58,30.6,23.52,6.27,257.38,16.43,19.41,96.49
04-08-2019,27.35,31.52,24.03,5.72,250,5.29,19.96,96.36
05-08-2019,26.78,30.06,23.87,5.38,273.88,4.08,19.29,96.31
06-08-2019,25.89,28.91,23.53,5.81,286.62,9.21,18.92,96.29
07-08-2019,25.66,28.62,23.67,6.62,276.56,14.09,19.29,96.1
08-08-2019,24.87,26.62,23.49,7.6,268.06,45.26,18.98,95.93
09-08-2019,25.87,29.84,23.25,7.25,241,15.86,18.25,96.2
10-08-2019,27.01,31.73,22.85,4.16,229.69,0.66,18.98,96.53
11-08-2019,26.94,31.3,23.12,3.69,273.88,1.91,18.74,96.7
12-08-2019,26.48,30.15,23.77,4.54,293.44,2.82,18.92,96.72
13-08-2019,25.58,28.17,24.15,6.05,281.56,5.68,18.86,96.64
14-08-2019,25.33,27.86,23.65,5.31,271.88,6.18,18.55,96.75
15-08-2019,26.61,30.9,22.95,3.89,258.88,1.35,18.68,96.83
16-08-2019,27.23,31.55,23.65,3.96,256.25,1.17,19.17,96.8
17-08-2019,27.11,30.45,23.83,3.18,278.31,0.33,18.98,96.86
18-08-2019,26.4,29.01,24.21,3.13,281.81,0.23,18.37,97.01
19-08-2019,26.78,30.65,23.53,3.99,295.81,3.79,19.17,97.05
20-08-2019,26.47,29.72,24.1,4.23,305.69,5.75,19.47,96.99
21-08-2019,26.48,30.35,24.14,4.09,298.56,0.72,19.47,96.89
22-08-2019,26.48,29.98,23.82,4.45,305.5,2.55,19.04,96.82
23-08-2019,26.1,29.95,23.45,5.23,299.81,3.12,18.49,96.83
24-08-2019,24.55,26.5,23.3,4.88,272.75,5.74,18.19,96.83
25-08-2019,25.37,28.75,23.12,5.95,282.56,6.38,18.37,96.69
26-08-2019,25.55,29.42,23.02,6.3,271.81,10.28,18.19,96.68
27-08-2019,25.45,29.31,22.55,5.38,267.62,2.84,17.64,96.67
28-08-2019,26.18,30.33,22.73,3.02,277.69,0.23,17.94,96.8
29-08-2019,26.85,31.33,22.78,2.02,320.81,4.71,18.8,96.84
30-08-2019,26.88,30.37,23.3,2.41,314.12,10.78,19.53,96.62
31-08-2019,26.15,29.37,23.82,2.95,296.94,11.51,19.53,96.46
01-09-2019,25.98,29.08,23.83,3.41,274.56,5.55,19.65,96.54
02-09-2019,25.21,27.98,23.55,3.8,270.12,2.33,18.62,96.71
03-09-2019,25.33,28.08,23.47,3.49,287.38,3.71,19.1,96.64
04-09-2019,25.94,29.45,23.65,4.26,275.06,6.52,19.59,96.41
05-09-2019,26.04,29.41,23.74,4.2,280.75,6.56,19.59,96.43
06-09-2019,26.23,29.08,24.25,4.91,272.06,10.62,20.26,96.41
07-09-2019,25.22,26.69,23.91,4.93,260.88,7.23,19.41,96.49
08-09-2019,26.19,29.43,23.73,4.41,271.38,6.61,19.59,96.62
09-09-2019,26.55,30.68,23.87,4.34,271.38,5.25,19.59,96.57
10-09-2019,26.62,30.29,24.04,4.55,256.19,5.46,19.96,96.59
11-09-2019,26.21,29.19,23.83,5.3,260.94,11.05,19.65,96.78
12-09-2019,25.58,28.91,23.54,5.81,275.06,5.88,18.86,96.9
13-09-2019,25.74,30.06,22.73,5.65,265.38,5.6,18.55,96.92
14-09-2019,26.12,30.53,22.91,4.61,262.81,2.18,18.62,96.94
15-09-2019,26.08,30.48,22.7,4.01,274.94,3.55,18.43,97.01
16-09-2019,25.66,28.44,22.94,4.05,282.88,1.7,18.92,96.91
17-09-2019,26.69,30.29,23.81,3.4,302.56,12.5,20.45,96.79
18-09-2019,26.5,29.75,24.31,2.23,192.5,0.86,20.08,96.92
19-09-2019,26.04,29.39,24.12,3.58,92.75,6.89,19.53,97.04
20-09-2019,26.04,29.09,23.74,2.86,109.75,9.46,19.71,96.99
21-09-2019,26.38,29.96,23.75,2.34,135.38,8.97,19.41,97.03
22-09-2019,26.25,29.34,23.55,1.48,143.62,11.1,19.23,97.12
23-09-2019,26.95,30.78,23.39,1.39,97.69,2.8,19.41,97.19
24-09-2019,25.9,29.01,23.36,2.67,65.81,5.41,19.35,97.15
25-09-2019,25.66,28.39,23.51,3.16,99.12,16.11,19.47,97.21
26-09-2019,25.66,28.87,23.56,3.67,140.31,14.54,18.8,97.46
27-09-2019,24.95,27.73,23.3,3.38,177.31,15.48,18.49,97.58
28-09-2019,24.79,27.05,22.68,2.29,210.56,5.49,18.13,97.46
29-09-2019,25.67,28.79,22.99,2.1,230.81,5.62,18.92,97.52
30-09-2019,25.85,28.46,23.26,1.34,226.88,1.78,18.43,97.45
01-10-2019,25.96,29.71,22.52,2.73,243.81,1.42,18.43,97.36
02-10-2019,25.63,29.49,22.73,3.62,293.25,0.46,18.25,97.44
03-10-2019,25.93,29.92,21.83,2.32,296.56,0.08,18.07,97.41
04-10-2019,25.83,29.67,22.01,1.79,326.38,0.13,17.64,97.4
05-10-2019,25.37,29.13,21.09,1.92,107.19,0.4,17.21,97.39
06-10-2019,25.97,30.06,22.12,1.17,135.44,0.38,16.48,97.45
07-10-2019,25.56,29.62,21.77,1.7,56.44,0,16.48,97.51
08-10-2019,24.76,29.58,20.3,2.7,48.06,0,16.48,97.47
09-10-2019,24.73,29.57,19.78,2.3,50,0.13,16.6,97.42
10-10-2019,24.61,29.56,19.9,2.13,53.12,0.14,15.81,97.43
11-10-2019,24.58,29.49,19.73,2.05,65.44,0,15.93,97.43
12-10-2019,24.34,28.93,20.16,2.3,62.56,0,16.24,97.49
13-10-2019,24.48,29.37,19.82,2.18,59.38,0,16.17,97.59
14-10-2019,24.16,29.4,20.1,2.3,57.69,0,15.32,97.65
15-10-2019,23.25,29.12,17.85,2.51,71.06,0,14.22,97.67
16-10-2019,22.76,28.41,17.58,2.59,59.31,0,14.16,97.65
17-10-2019,23.26,28.4,18.15,2.6,65.19,0.09,15.44,97.64
18-10-2019,24.08,27.85,21.29,2.21,108.19,5.69,16.91,97.62
19-10-2019,23.96,28.17,21.07,2.2,57.19,6.65,16.78,97.71
20-10-2019,23.73,27.63,20.62,2.98,57,5.19,16.85,97.69
21-10-2019,23.94,28.01,21.2,2.56,68.56,0.72,16.6,97.57
22-10-2019,24.15,28.83,20.61,1.82,64.94,3.4,16.66,97.38
23-10-2019,24.02,28.62,20.2,2.87,53.06,0.98,16.48,97.23
24-10-2019,23.53,28.46,19.49,2.72,42.69,1.23,15.56,97.21
25-10-2019,23.15,27.62,19.73,2.39,96.69,4.18,14.83,97.31
26-10-2019,23.02,26.74,20.51,3.55,78.56,12.54,16.54,97.43
27-10-2019,23.19,27.53,20.04,3.49,85.88,15.68,16.42,97.54
28-10-2019,24.4,28.99,21.01,2.48,86.5,3.36,17.15,97.61
29-10-2019,24.87,29.62,20.62,2.54,75.56,0.25,17.15,97.66
30-10-2019,24.21,27.87,21.33,2.02,72.56,2.49,17.21,97.64
31-10-2019,23.92,28,21.21,2.23,85.62,4.11,16.72,97.59
01-11-2019,23.08,27.37,19.93,2.15,82.38,8.17,15.5,97.57
02-11-2019,23.28,26.94,20.4,2.73,73.5,4.23,16.42,97.66
03-11-2019,24.05,28.66,20.07,1.7,48.31,0.43,15.56,97.76
04-11-2019,24.58,29.8,20.2,1.52,236.06,0,15.32,97.75
05-11-2019,24.9,29.63,19.83,1.62,79.62,0,16.11,97.55
06-11-2019,24.88,29.46,20.92,1.17,92.31,0,16.17,97.36
07-11-2019,24.26,28.56,20.95,2.05,126.69,0.11,16.36,97.34
08-11-2019,23.87,29.23,19.37,2.08,103.38,0.02,15.62,97.43
09-11-2019,23.5,29.06,19.11,2.09,53.81,0,14.77,97.48
10-11-2019,22.15,27.84,17.28,2.24,51.31,0,13.43,97.56
11-11-2019,21.7,28.05,16.49,2.61,72.19,0,13.37,97.59
12-11-2019,21.05,27.69,15.73,2.52,84.81,0,12.7,97.73
13-11-2019,20.08,26.08,14.94,2.5,95.06,0,11.84,97.86
14-11-2019,19.55,26.58,14.15,2.85,82.62,0,11.29,97.86
15-11-2019,19.35,25.91,13.1,2.27,69.88,0,11.35,97.79
16-11-2019,20.37,26.69,14.3,2.11,60.56,0,11.72,97.76
17-11-2019,20.79,27.04,15.32,2.07,46.75,0,11.96,97.81
18-11-2019,19.6,26.68,13.69,2.73,59.75,0,11.17,97.85
19-11-2019,20.08,26.8,14.36,2.03,75.12,0,11.84,97.77
20-11-2019,20.02,26.71,14.69,2.42,87.94,0,12.15,97.72
21-11-2019,19.8,26.65,14.11,2.76,82.38,0,11.96,97.86
22-11-2019,19.76,26.45,13.95,2.16,86,0,11.72,97.92
23-11-2019,20.01,26.58,14.46,1.95,95.88,0,11.66,97.89
24-11-2019,19.9,25.82,14.54,2.35,66.88,0,12.08,97.83
25-11-2019,19.93,26.55,14.85,2.79,85.25,0,12.02,97.8
26-11-2019,20.28,27.37,14.71,2.8,91.5,0,12.63,97.76
27-11-2019,20.4,27.73,14.74,2.48,89.88,0,12.57,97.77
28-11-2019,20.67,27.71,14.93,2.35,79.38,0,12.7,97.77
29-11-2019,20.65,27.66,15.02,2.02,70.5,0,12.45,97.79
30-11-2019,21,27.79,15.44,2.76,77.62,0,12.82,97.79
01-12-2019,21.12,27.29,16.91,2.58,84.44,0,12.76,97.83
02-12-2019,21.33,27.51,17.8,2.91,82.75,0,12.63,97.85
03-12-2019,20.77,26.84,15.41,2.76,85.44,0,12.82,97.88
04-12-2019,20.41,26.54,16.39,3.61,79.81,0,12.51,98
05-12-2019,18.77,25.61,14.12,3.05,68.94,0,10.74,98.13
06-12-2019,17,24.57,11.15,2.98,65.88,0,9.09,98.08
07-12-2019,17.51,25.15,11.34,2.88,75,0,9.77,98
08-12-2019,18.09,25.58,12.05,2.4,68.31,0,10.25,98
09-12-2019,18.64,26.36,12.68,2.45,69,0,10.56,97.96
10-12-2019,18.73,25.61,13.49,2.3,84.62,0,10.62,97.79
11-12-2019,19.56,27.44,13.98,2,117,0,11.05,97.63
12-12-2019,20.59,28.23,14.22,3.58,149.75,0.23,11.41,97.54
13-12-2019,21.12,25.6,17.85,2.4,170.81,1.12,12.7,97.69
14-12-2019,22.33,28.56,18.62,1.83,145.94,0.02,13.55,97.92
15-12-2019,21.03,26.5,17.53,2.2,147.62,0.84,13.55,97.85
16-12-2019,19.86,25.68,15.44,2.87,57.88,0.06,11.96,97.92
17-12-2019,19.48,25.41,15.16,3.09,63,0,11.35,98.06
18-12-2019,18.65,25.85,12.48,2.54,66.12,0,10.38,98.09
19-12-2019,18.9,26.29,12.62,2.15,89.44,0,10.44,97.93
20-12-2019,19.37,27.03,13.37,2.06,78.12,0,10.74,97.79
21-12-2019,19.52,27.12,14.55,2.27,92.69,0,10.86,97.78
22-12-2019,19.39,26.71,13.25,2.62,74.75,0,10.5,97.83
23-12-2019,20.06,26.87,15.03,3.14,85.38,0,10.99,97.79
24-12-2019,20.94,28.1,14.77,3.09,123.25,0,11.35,97.83
25-12-2019,21.44,27.69,17.11,1.95,184.94,1.75,12.27,97.77
26-12-2019,21.37,26.01,18.09,1.25,239.38,0.38,13.24,97.7
27-12-2019,16.76,24.28,10.83,3.55,39.56,0.01,7.45,97.81
28-12-2019,12.64,22.19,5.48,3.87,67.31,0,4.76,97.96
29-12-2019,12.9,22.96,4.37,3.16,65.12,0,5.13,97.96
30-12-2019,15.51,23.72,7.91,3.07,77.69,0.04,6.96,97.86
31-12-2019,16.89,22.23,12.87,4.2,100.56,3.19,9.89,97.87
01-01-2020,19.21,25.9,13.69,4.14,118.94,2.07,11.23,97.87
02-01-2020,16.87,20.94,13.96,3.73,62.94,10.32,10.86,98.01
03-01-2020,18.22,24.8,13.02,1.9,82.19,0.67,10.99,97.89
04-01-2020,18.65,24.63,14.92,2.15,125.25,0,10.93,97.78
05-01-2020,16.4,23.75,11.28,3.6,50.5,0,8.12,97.96
06-01-2020,15.83,24.76,8.3,3.53,73,0,7.32,98.08
07-01-2020,18.15,26.81,10.05,2.48,107.38,0,9.46,97.87
08-01-2020,20.9,28.1,15.29,3.3,234,1.78,12.63,97.6
09-01-2020,19.54,25.83,14.16,2.91,124.12,0.04,10.44,97.82
10-01-2020,14.76,23.3,8.33,3.62,58.69,0,6.53,98.05
11-01-2020,13.74,23.39,5.72,2.87,62.81,0,5.8,98.11
12-01-2020,15.01,25.06,7.01,2.7,78.75,0,6.1,97.91
13-01-2020,17.75,28.14,9.9,1.85,138.69,0,6.59,97.61
14-01-2020,18.05,27.98,10.12,2.52,99.25,0,7.26,97.6
15-01-2020,19.41,28.5,11.68,3.67,119.81,0,8.97,97.6
16-01-2020,20.35,28.33,13.46,3.35,234.44,0,10.07,97.55
17-01-2020,19.87,27.26,14.13,2.28,261.94,0,9.28,97.67
18-01-2020,20.13,27.37,13.71,2.2,81.25,0,10.86,97.73
19-01-2020,19.83,27.22,14.27,2.64,82.56,0,10.31,97.82
20-01-2020,17.83,26.02,10.62,2.96,74.12,0,8.54,97.92
21-01-2020,20.62,29.12,13.13,3.1,116.75,0,10.38,97.9
22-01-2020,22.05,30.23,14.66,2.65,119.44,0,11.29,97.97
23-01-2020,21.78,29.05,15.81,2.17,72.19,0,11.35,97.94
24-01-2020,20.71,28.15,13.19,2.09,62.5,0,9.4,97.95
25-01-2020,21.15,30.22,13.32,2.25,175,0,8.91,97.83
26-01-2020,20.39,30.05,12.8,2.47,77.75,0,7.75,97.73
27-01-2020,21.79,31.81,12.15,2.56,121.75,0,8.48,97.51
28-01-2020,22.23,29.86,16.97,4.02,279.31,0.01,8.48,97.44
29-01-2020,20.31,27.62,14.33,3.14,297.19,0,9.09,97.77
30-01-2020,18.89,27.89,11.55,3.15,129.25,0,6.77,97.85
31-01-2020,17.81,27.23,9.13,2.7,56.75,0,6.59,97.71
01-02-2020,19.27,27.83,11.69,3.46,63.19,0.02,7.39,97.79
02-02-2020,19.19,27.55,11.27,4.17,70.06,0.07,7.75,98
03-02-2020,20.97,27.75,15.26,4.31,94.88,0.08,10.13,97.92
04-02-2020,23,30.65,16.5,3.33,151.81,0.06,11.54,97.65
05-02-2020,21.69,27.87,16.4,3.26,78.06,0.43,11.11,97.76
06-02-2020,21.87,29.01,15.71,3.14,102,1.01,11.05,97.65
07-02-2020,20.96,27.35,16.94,4.37,72.06,2.41,11.9,97.72
08-02-2020,18.51,24.33,14.3,4.25,73.44,0.32,10.19,98
09-02-2020,17.87,26.8,10.06,4.05,68.88,0,7.51,98.15
10-02-2020,19.54,28.04,11.57,2.97,80.5,0,8.67,98.04
11-02-2020,21.31,29.51,14.69,3.01,93,0,9.46,98.04
12-02-2020,21.86,30.32,14.23,2.34,68.75,0,8.79,98.14
13-02-2020,22.99,32,14.63,1.8,62.75,0,7.26,97.97
14-02-2020,23.35,33.55,14.01,2.58,300.44,0,6.53,97.67
15-02-2020,22.83,33.09,13.32,2.46,112.19,0,6.29,97.68
16-02-2020,22.61,32.99,13.38,2.81,70,0,5.98,97.85
17-02-2020,22.25,32.78,13.03,3.3,65.88,0,4.64,97.95
18-02-2020,21.98,33.32,11.84,3.04,71.88,0,4.21,97.86
19-02-2020,22.76,33.3,12.99,2.77,103.31,0,4.39,97.74
20-02-2020,24.47,34.8,13.87,3.15,141.75,0,7.26,97.63
21-02-2020,26.25,34.31,17.7,3.23,160.69,0.01,8.85,97.81
22-02-2020,27.15,34.85,20.62,2.2,162.75,0.03,8.3,97.92
23-02-2020,26.85,35.39,18.73,2.22,169.62,0,7.81,97.75
24-02-2020,26.26,35.4,19.41,3.1,252.06,0,6.23,97.48
25-02-2020,23.51,32.63,15.83,3.5,104.06,0,5.31,97.57
26-02-2020,22.79,32.48,13.89,2.99,59.69,0,5.13,97.76
27-02-2020,23.33,33.01,14.04,2.91,78.56,0,5.68,97.75
28-02-2020,24.04,33.72,14.73,3.45,91.56,0,6.53,97.58
29-02-2020,25.15,34.36,16.06,3.36,101.69,0,7.14,97.46
01-03-2020,26.37,35.27,17.33,3.23,113.81,1.5,7.63,97.47
02-03-2020,27.04,34.74,18.98,1.94,150.69,2.13,8.24,97.48
03-03-2020,26.48,35.47,18.8,3.37,277.56,0,6.41,97.37
04-03-2020,25.7,34.84,17.55,3.62,307.62,0,5.49,97.33
05-03-2020,25.53,33.87,17.26,2.51,314.56,0,5.98,97.26
06-03-2020,25.58,34.37,18.15,2.95,276.88,0,5.62,97.25
07-03-2020,26.07,33.83,17.4,3.05,250.5,0.02,7.14,97.54
08-03-2020,27.28,35.25,18.78,2.97,62.25,0.16,6.16,97.59
09-03-2020,26.84,33.11,20.38,4.29,80.88,1.46,8.48,97.47
10-03-2020,29.6,37.28,22.59,3.55,155.06,0.71,11.17,97.22
11-03-2020,28.57,34.43,23.15,3.62,281.06,0.03,9.89,97.32
12-03-2020,28.75,35.83,21.33,2.3,217.31,0.01,8.18,97.49
13-03-2020,29.14,35.4,23.63,2.14,202.06,0.04,9.4,97.53
14-03-2020,28.13,35.65,21.49,3.02,162.44,0,7.2,97.5
15-03-2020,25.66,35.01,16.83,3.22,80,0,4.21,97.6
16-03-2020,26.48,35.47,17.55,2.94,58.56,0,6.04,97.67
17-03-2020,28.22,36.33,19.56,2.83,94.5,5.39,9.95,97.69
18-03-2020,27.19,33.52,21.19,2.39,141.31,4.3,11.6,97.67
19-03-2020,27.39,36.55,21.01,3.3,225.81,1.49,10.86,97.44
20-03-2020,26.94,35.38,18.65,2.3,109.88,0,9.34,97.41
21-03-2020,26.65,36.09,18.25,2.35,195.56,0.01,9.09,97.39
22-03-2020,26.63,35.87,17.35,2.83,56.38,0.12,7.45,97.52
23-03-2020,27.79,36.56,18.93,2.23,90.56,0,8,97.44
24-03-2020,29.53,38.14,20.15,2.3,100.81,0,8.85,97.28
25-03-2020,30.69,38.77,22.25,2.98,109.06,4.21,9.95,97.27
26-03-2020,27.84,34.02,22.8,1.8,153.12,4.45,12.88,97.46
27-03-2020,29.9,38.02,21.67,2.52,119.38,0.36,12.02,97.49
28-03-2020,29.53,37.15,21.8,2.75,38.56,1.77,12.08,97.5
29-03-2020,29.76,36.86,22.57,1.79,64.62,3.42,13.18,97.36
30-03-2020,28.28,33.9,24.37,1.68,85.12,3.67,13.67,97.49
31-03-2020,30.46,38.1,21.81,2.56,215.19,2.21,13.12,97.44
01-04-2020,30.48,38.87,22.55,2.53,284.56,0.11,10.01,97.37
02-04-2020,30.29,39.48,20.71,2.91,254.88,0,8,97.24
03-04-2020,30.55,38.33,22.91,3.52,99.19,0.02,8.24,97.34
04-04-2020,31.73,39.72,22.92,3.27,159.81,1.96,10.74,97.35
05-04-2020,32.62,39.88,24.98,3.01,162.25,0,10.07,97.4
06-04-2020,32.55,40.26,24.62,3.19,128.25,0.37,9.4,97.36
07-04-2020,32.48,40.75,25.49,3.2,240.75,1.19,8.67,97.18
08-04-2020,31.19,40.06,22.84,3.91,295.12,0,5.98,97.28
09-04-2020,31.64,40.04,22.3,2.51,268.62,0,5.49,97.3
10-04-2020,32.23,40.48,23.89,1.93,208.38,0,5.86,97.4
11-04-2020,32.52,41.09,23.71,3.06,121.62,0.3,7.26,97.56
12-04-2020,34.07,42.19,24.94,2.07,126.12,0,6.59,97.4
13-04-2020,34.73,42.69,25.72,1.85,210.31,0,6.41,97.23
14-04-2020,34.2,42.55,25.39,2.23,166.25,0.57,6.84,97.26
15-04-2020,34.37,41.94,26.12,2.52,167.38,0,7.63,97.34
16-04-2020,34.99,42.82,26.48,2.42,250.56,0.01,7.45,97.16
17-04-2020,35.33,43.33,26.26,2.18,231.44,0,6.35,97.09
18-04-2020,35.65,43.44,26.67,2.15,156.56,0,7.26,97.18
19-04-2020,35.52,42.14,28.5,1.5,202.69,0.14,8.54,97.18
20-04-2020,35.55,42.15,27.39,1.3,225.44,0,7.14,97.14
21-04-2020,34.49,42.36,26.3,3.85,301.44,0,6.16,97.13
22-04-2020,33.83,41.05,25.74,2.39,134.38,0,7.02,97.08
23-04-2020,35.28,43.01,27.14,2.71,264.88,0,7.32,97.02
24-04-2020,35.44,42.93,27.37,3.41,309.5,0,7.69,96.91
25-04-2020,34.69,41.88,27.81,4.63,306.94,0,7.63,96.97
26-04-2020,33.94,41.93,25.15,3.46,300.19,0,6.47,97.09
27-04-2020,34.55,41.9,26.15,2.62,69.31,0.01,7.75,97.18
28-04-2020,34.23,41.19,27.32,3.07,89,0.1,10.13,97.25
29-04-2020,34.76,42.22,26.98,2.4,167.94,1.94,8.73,97.14
30-04-2020,35.09,42.32,27.76,2.26,85.69,0.01,8.3,97.18
01-05-2020,35.79,42.95,27.94,2.45,255,0.31,8.42,97.1
02-05-2020,36.36,44.48,28.54,3.38,315.19,0.02,6.71,96.89
03-05-2020,36.24,44.9,27.75,4.66,319.88,0,6.16,96.92
04-05-2020,36.21,44.82,27.35,4.15,306.31,0,6.23,97.03
05-05-2020,36.39,43.96,29.19,4.34,304.88,0,7.69,96.97
06-05-2020,36.37,43.28,28.31,2.9,132.94,0,8.73,96.96
07-05-2020,36.03,42.07,29.33,3.18,110.19,0.26,11.9,97.04
08-05-2020,36.96,43.9,29.95,3.07,226.12,0.11,10.25,96.99
09-05-2020,36.71,43.8,28.24,1.95,202.06,0.03,9.83,97.05
10-05-2020,36.73,43.03,30.85,3.45,182.31,3.69,10.93,97.12
11-05-2020,34.96,41.54,29.18,2.66,160.19,1.13,10.93,97.22
12-05-2020,34.97,42.19,26.73,2.83,108.12,0.22,9.28,97.09
13-05-2020,35.36,41.9,28.84,3.71,146,2.25,12.02,96.99
14-05-2020,35.7,42.63,28.43,2.33,155.56,0.46,12.27,96.98
15-05-2020,35.21,41.04,29.44,1.52,254.38,2.1,12.7,96.91
16-05-2020,36.47,43.22,29.37,3,227.69,0.68,11.84,96.77
17-05-2020,35.46,41.66,28.62,2.52,148.69,3.48,12.88,96.73
18-05-2020,35.78,42.76,29.44,2.93,236.75,0.14,10.25,96.51
19-05-2020,35.24,43.37,28.34,4.52,111.75,0.08,8.48,96.42
20-05-2020,35.01,44.4,25.76,4.64,290,0,5.98,96.41
21-05-2020,34.71,44.12,24.34,5.11,338.44,0,4.27,96.59
22-05-2020,35.67,44.93,26.3,5.8,319.31,0,6.41,96.71
23-05-2020,37.35,45.85,28.92,5.2,328.44,0,6.96,96.74
24-05-2020,37.98,46.03,29,4.16,322.56,0,6.77,96.82
25-05-2020,38.65,46.26,31.25,4.66,319.19,0,6.9,96.84
26-05-2020,38.85,46.47,30.77,4.98,308.31,0,7.32,96.81
27-05-2020,37.6,45.42,29.48,5.09,296.94,0,7.14,96.73
