Date,Temp,Temp_Max,Temp_Min,WS,WD,PRE,HUM,SP
21-05-2018,38.4,45.67,30.32,3.98,283.62,0,8.12,96.67
22-05-2018,38.2,44.54,31.4,2.33,162.38,0.05,8.91,96.72
23-05-2018,37.94,44.43,32.08,2.97,267.88,0.02,8.85,96.67
24-05-2018,38.55,46.21,32.31,4.95,288.94,0,6.96,96.48
25-05-2018,38.03,46.52,29.08,4.25,295.5,0,5.55,96.48
26-05-2018,38.51,45.81,30.01,2.45,67.19,2.39,8.48,96.51
27-05-2018,37.34,43.79,31.89,4.78,171.75,1.66,12.27,96.55
28-05-2018,38.13,46.3,30.4,3.95,248.81,0,10.5,96.29
29-05-2018,38.62,45.85,30.62,6.08,285.25,0,10.25,96.26
30-05-2018,38.26,44.76,31.51,5.23,270.62,0.05,11.54,96.37
31-05-2018,37.62,44.55,31.37,4.02,252.56,0.17,11.84,96.54
01-06-2018,35.23,43.26,28.44,4.3,216.56,7.45,14.89,96.75
02-06-2018,32.12,39.01,26.94,4.22,194.5,6.34,16.66,96.8
03-06-2018,33.36,40.01,27.08,3.55,255.19,6.83,16.6,96.6
04-06-2018,33.58,40.53,27.05,4.91,280.69,4.37,16.48,96.47
05-06-2018,33.72,40.62,27.5,3.2,253.56,15.82,17.46,96.49
06-06-2018,31.81,36.9,27.55,2.77,283.19,8.09,19.29,96.73
07-06-2018,31.15,37.35,26.22,4.49,237.69,18.1,18.74,96.47
08-06-2018,29.98,34.39,26.73,4.39,255.94,14.83,19.53,96.33
09-06-2018,29.76,35.04,25.3,4.95,282.06,8.25,18.62,96.19
10-06-2018,27.55,30.78,24.71,5.82,265.81,37.44,19.96,96.26
11-06-2018,29.8,34.77,25.57,6.23,279.19,7.4,18.92,96.35
12-06-2018,29.6,33.86,25.56,6.79,262.25,0.21,18.19,96.35
13-06-2018,31.07,37.74,24.98,5.89,274.38,0,17.58,96.41
14-06-2018,31.37,38.3,25.55,6.1,284.62,0,16.85,96.54
15-06-2018,31.08,38.08,24.83,5.62,270.62,1.42,16.17,96.67
16-06-2018,31.05,37.74,25.58,5.47,271.81,0.23,15.87,96.82
17-06-2018,30.71,36.63,25.51,5.3,258.75,0.02,15.87,96.76
18-06-2018,30.4,35.71,25.48,4.12,248.62,0.89,17.82,96.63
19-06-2018,30.96,36.39,25.37,3.5,252.12,6.01,17.76,96.58
20-06-2018,30.49,35.76,25.88,2.39,260.31,15.62,18.92,96.63
21-06-2018,29.44,33.19,26.23,2.27,241.75,19.06,20.26,96.65
22-06-2018,28.58,32.55,25.29,2.28,260.31,9.66,18.92,96.69
23-06-2018,28.88,33.65,25.02,2.02,211.25,5.27,18.55,96.62
24-06-2018,28.52,33.53,24.62,3.45,244.5,1.14,18.68,96.63
25-06-2018,28.78,34.44,24.77,5.5,232.75,3.91,18.01,96.44
26-06-2018,27.85,32.55,24.73,6.44,253.56,14.37,18.13,96.38
27-06-2018,26.56,29.58,24.37,6.12,263.44,7.8,18.43,96.36
28-06-2018,25.72,28.05,23.88,3.96,254.81,21.02,18.25,96.51
29-06-2018,27.61,32.52,22.9,3.1,234.75,9.66,17.52,96.64
30-06-2018,28.36,33.25,23.34,3.15,254.94,3.14,17.52,96.78
01-07-2018,28.25,33.05,23.77,2.98,267.94,6.48,17.58,96.81
02-07-2018,28.31,32.64,24.14,3.03,247.94,2.62,18.25,96.72
03-07-2018,27.31,31.06,24.57,5.88,244.75,6.34,18.19,96.7
04-07-2018,26.6,30.66,23.12,5.52,253.12,2.23,17.7,96.74
05-07-2018,26.5,30.03,23.58,4.52,264.12,12.87,18.62,96.69
06-07-2018,25.69,27.87,24.18,6.25,277.62,20.53,18.92,96.58
07-07-2018,27.33,31.47,24.07,3.33,236.12,14.46,19.17,96.43
08-07-2018,27.27,30.31,24.52,5.41,291.94,21.55,20.14,96.34
09-07-2018,26.04,28.97,23.93,6.91,277.56,7.3,19.04,96.34
10-07-2018,24.44,26.19,23.48,6.37,266.69,31.42,17.82,96.4
11-07-2018,25.24,28.16,22.98,7.38,259.94,37.97,18.68,96.34
12-07-2018,25.19,27.46,23.48,6.98,261.38,18,18.49,96.33
13-07-2018,24.71,28.17,21.82,5.11,270.31,3.62,17.15,96.4
14-07-2018,26.15,29.4,22.88,5.09,266.69,8.36,18.43,96.35
15-07-2018,27.01,31.48,23.72,4.8,258.81,8.24,19.35,96.2
16-07-2018,27.57,32.48,24.11,5.2,259.12,6.84,19.78,96.13
17-07-2018,25.37,27.48,23.51,6.53,257.19,4.75,18.68,96.27
18-07-2018,25.76,29.08,23.31,5.7,266.38,0.86,18.55,96.43
19-07-2018,26.36,30.61,23.07,4.66,261.94,0.73,18.8,96.44
20-07-2018,25.68,28.23,23.73,5.19,262.38,1.63,18.86,96.45
21-07-2018,25.88,29.31,23.04,5.28,252.12,7.13,18.49,96.55
22-07-2018,25.36,28.4,23.48,5.56,261.75,8.22,18.49,96.53
23-07-2018,25.15,28.57,22.35,5.89,259,7.99,17.88,96.5
24-07-2018,26.49,31.26,22.75,5.53,257.44,2.03,17.82,96.64
25-07-2018,26.23,30.69,23.09,5.34,260.31,3.2,18.25,96.71
26-07-2018,25.85,29.25,23.03,5.05,265.38,1.38,18.07,96.76
27-07-2018,26.37,30.33,23.07,4.58,271.62,0.47,17.94,96.74
28-07-2018,26.86,31.49,22.65,4.01,280.06,0.07,18.19,96.75
29-07-2018,27.01,31.41,23.73,4.64,290.56,0,18.19,96.68
30-07-2018,26.78,31.15,23.36,4.34,290,0.92,18.19,96.68
31-07-2018,26.72,30.93,23.4,4.94,284.38,0.28,17.94,96.67
01-08-2018,26.76,30.79,22.84,4.7,282.06,0.18,18.13,96.72
02-08-2018,26.96,31.38,23.2,5.03,289.69,0.07,18.01,96.89
03-08-2018,27.01,31.69,23.18,5.05,288.19,0,18.07,96.94
04-08-2018,27.02,31.76,22.91,4.98,283.62,0,17.94,96.89
05-08-2018,26.78,31.27,22.93,5.21,281.31,0.07,17.76,96.85
06-08-2018,26.67,31.15,23,5.73,287.56,0.09,17.46,96.69
07-08-2018,26.12,30.41,22.51,5.21,286.38,1.32,17.4,96.55
08-08-2018,24.87,27.63,22.97,5.17,279.62,1.99,17.33,96.5
09-08-2018,26.61,31.61,22.47,4.98,277.69,3.25,17.7,96.74
10-08-2018,26.66,31.19,23.04,5.9,287.5,1.5,18.07,96.86
11-08-2018,25.1,27.32,23.26,6,285.44,20.61,18.37,96.71
12-08-2018,25.76,29.17,23.01,5.23,278.88,8.78,18.37,96.5
13-08-2018,26.73,31.21,22.76,4.08,264.88,4.36,18.49,96.51
14-08-2018,26.73,31.1,23.14,4.9,293,0.67,18.31,96.49
15-08-2018,25.89,28.7,23.85,5.81,300.25,24.62,19.04,96.43
16-08-2018,26.42,29.43,24.77,4.48,314.31,73.6,20.57,96.08
17-08-2018,26.32,30.22,23.46,5.24,271.19,18.56,19.41,96.06
18-08-2018,25.38,29.29,22.45,5.66,273.56,3.06,17.82,96.46
19-08-2018,26.21,30.54,22.79,5,285.44,4.25,18.8,96.52
20-08-2018,24.33,26.65,22.85,7.22,278.5,23.74,18.01,96.48
21-08-2018,24.36,27.01,22.82,9.22,271,38.44,17.76,96.46
22-08-2018,25.82,30.37,22.01,5.6,269.62,1.26,18.13,96.71
23-08-2018,25.72,29.86,23.04,5.74,276.12,0.51,18.13,96.83
24-08-2018,25.9,30.34,22.56,4.85,291.56,0.14,18.07,96.87
25-08-2018,25.76,29.54,22.83,4.62,282.94,0.45,18.25,96.84
26-08-2018,25.25,29.22,22.51,4.38,277.12,3.63,17.76,96.74
27-08-2018,24.87,27.91,22.49,4.24,275.94,1.96,17.88,96.72
28-08-2018,23.94,25.76,22.54,4.91,276.12,1.62,17.27,96.72
29-08-2018,24.63,27.7,22.07,3.88,269.38,2.41,17.46,96.87
30-08-2018,25.44,29.9,21.9,4.64,283.75,0.33,17.7,96.86
31-08-2018,24.85,28.49,22.33,5.21,283.31,5.74,17.58,96.89
01-09-2018,24.82,28.65,22.3,5.1,286.25,0.69,17.21,96.99
02-09-2018,24.88,28.52,22.19,3.81,277.5,3.19,17.52,97.02
03-09-2018,25.49,30.01,22.12,4.12,278.81,0.42,17.52,97.02
04-09-2018,25.12,29.68,21.63,4.54,281.19,0.27,17.03,97.07
05-09-2018,24.99,29.67,21.61,5.23,286.38,0.14,16.85,96.97
06-09-2018,23.86,26.58,21.51,5.59,289.31,2.52,16.42,96.88
07-09-2018,24.05,28.14,21.03,5.08,286.06,2.45,16.54,96.91
08-09-2018,24.61,29.61,20.73,3.48,265.12,0.71,15.69,97
09-09-2018,25.38,30.01,20.44,1.98,283.81,0.09,15.99,97.22
10-09-2018,25.33,30.19,20.15,2.23,318.56,0,16.24,97.43
11-09-2018,25.21,29.45,21.3,2.4,289.88,0,16.66,97.45
12-09-2018,25.58,30.57,21.37,2.93,288,0.91,16.97,97.25
13-09-2018,25.09,30.31,20.34,2.7,287.25,0.15,15.93,97.18
14-09-2018,25.37,30.68,19.98,2.12,297.56,0,16.48,97.23
15-09-2018,26.04,31.23,20.98,2.25,296.5,0,17.15,97.3
16-09-2018,26.07,30.95,21.15,2.44,354.12,0.01,17.09,97.14
17-09-2018,25.97,30.54,21.96,2.54,302.19,0.7,16.97,97.02
18-09-2018,26.05,31.53,20.78,2.95,340.38,0.53,16.85,97.04
19-09-2018,26.5,31.76,22.03,3.05,189,1.08,17.21,97.01
20-09-2018,26.8,32.76,21.94,3.81,289.38,0.86,17.27,96.79
21-09-2018,25.24,28.11,23.58,5.62,313.06,44.32,18.74,96.51
22-09-2018,26.05,30.19,23.08,5.69,218.31,13.25,18.31,96.82
23-09-2018,25.87,30.45,21.77,2.66,187.81,0.11,17.27,97.42
24-09-2018,26.44,31.01,21.21,2.05,230.81,3.52,17.4,97.43
25-09-2018,26.68,31.09,22.26,1.94,302.69,0.06,17.64,97.33
26-09-2018,26.83,31.01,21.93,1.55,166.44,0.15,16.48,97.27
27-09-2018,27.11,31.69,21.81,1.05,184.19,0.05,16.3,97.29
28-09-2018,26.95,31.99,21.68,1.38,157.75,0,16.48,97.36
29-09-2018,26.9,32.04,21.16,1.49,150,0,16.17,97.39
30-09-2018,26.66,32.05,20.95,1.42,135.19,0,15.69,97.37
01-10-2018,26.6,32.06,22.29,1.76,153.75,0,15.99,97.37
02-10-2018,26.3,31.87,21.6,1.84,158.81,0,15.87,97.46
03-10-2018,26.02,31.73,22.13,1.88,154.75,0,15.38,97.43
04-10-2018,25.91,31.56,21.76,1.71,116.69,0,15.32,97.47
05-10-2018,26.08,31.82,20.81,1.96,150.25,0,15.56,97.52
06-10-2018,26.52,32.58,21.27,1.89,166.06,0,15.62,97.49
07-10-2018,26.1,32.02,22.19,2.35,135.62,0,14.89,97.47
08-10-2018,26.4,32.38,21.87,1.87,160.38,0,14.47,97.4
09-10-2018,26.24,33.02,20.39,2.02,174.94,0,13.73,97.27
10-10-2018,26.49,34.08,20.63,2.34,148,0,12.21,97.16
11-10-2018,25.79,33.39,19.74,3.64,24.81,0,13.85,97.12
12-10-2018,25.72,33.57,19.6,3.79,33.56,0,13.98,97.28
13-10-2018,25.73,32.87,19.29,1.95,56.75,0,14.1,97.49
14-10-2018,26.11,33.32,20.3,1.69,126.19,0,13.79,97.56
15-10-2018,25.66,33.19,20.64,1.96,138.44,0,12.63,97.68
16-10-2018,25.17,33.09,19.44,2.2,139.38,0,11.66,97.7
17-10-2018,25.97,33.33,20.32,1.94,139.25,0,12.39,97.58
18-10-2018,26.62,33.93,20.69,1.62,156.31,0,13,97.51
19-10-2018,26.45,34.56,19.9,1.9,166.56,0,12.82,97.58
20-10-2018,26.9,34.69,21.38,1.91,147.38,0,12.88,97.69
21-10-2018,27.3,35.09,20.65,1.42,153.19,0,13.31,97.71
22-10-2018,26.87,34.99,20.3,2.11,306.75,0,12.15,97.62
23-10-2018,26.14,34.71,17.83,1.77,144.81,0,9.16,97.61
24-10-2018,24.87,34.19,16.8,2.19,78.44,0,10.01,97.65
25-10-2018,24.58,34.26,16.8,2.5,113.12,0,10.13,97.81
26-10-2018,25.01,34.36,17.64,2.01,137.25,0,10.01,97.86
27-10-2018,26.2,34.62,19.9,1.8,144.06,0,10.44,97.82
28-10-2018,25.73,34,19.48,2.37,78.19,0,10.68,97.76
29-10-2018,23.41,32.72,16.33,3.28,55.81,0,8.97,97.66
30-10-2018,23.44,32.48,16.16,3.18,74,0,10.56,97.62
31-10-2018,24.38,32.76,16.99,3.27,82.94,0,11.72,97.64
01-11-2018,25.1,32.82,18.54,3.24,83.5,0,13.18,97.62
02-11-2018,25.77,33.7,19.32,2.79,86,0,13.24,97.57
03-11-2018,26.61,34.07,19.2,1.88,118.06,0,13.18,97.58
04-11-2018,27.19,33.77,21.92,2.05,130.25,0.9,13.67,97.63
05-11-2018,27.01,33.71,21.65,1.71,230.81,0.24,13.67,97.61
06-11-2018,27.5,32.82,22.69,1.23,166.69,0.03,13.61,97.65
07-11-2018,25.69,34.12,18.5,1.84,93.12,0,9.95,97.69
08-11-2018,24.89,34.01,16.62,1.73,67.38,0,8.79,97.62
09-11-2018,24.7,34.27,15.68,1.66,137.06,0,7.51,97.53
10-11-2018,23.64,34.11,14.61,2.1,65.75,0,6.53,97.62
11-11-2018,23.26,33.37,13.94,2.06,72.69,0,6.16,97.72
12-11-2018,22.59,33.06,13.58,2.57,82.06,0,6.04,97.65
13-11-2018,23.88,33.74,16.11,1.81,92.31,0,5.92,97.44
14-11-2018,23.39,33.55,15.57,2.1,108.94,0,6.9,97.46
15-11-2018,23.93,33.7,15.43,2.34,88.25,0,7.39,97.65
16-11-2018,25.33,34.46,16.61,1.09,106.19,0,6.96,97.64
17-11-2018,24.44,33.97,15.83,1.8,104.25,0,6.77,97.56
18-11-2018,24.94,34.57,16.74,1.79,100.75,0,8.18,97.56
19-11-2018,26.69,33.54,20.58,1.99,100.75,1.1,11.05,97.74
20-11-2018,26.46,33.96,20.42,2.19,89.31,0.27,10.44,97.8
21-11-2018,25.07,32.39,19.79,2.41,94.56,0,9.22,97.82
22-11-2018,24.34,32.45,18.4,2.67,89.5,0,8.73,97.91
23-11-2018,24.48,32.8,16.35,2.18,95.31,0,8,98.02
24-11-2018,24.51,32.45,16.26,1.58,65.69,0,7.32,98.01
25-11-2018,23.26,32.26,14.95,1.98,65.69,0,6.1,97.92
26-11-2018,23.13,32.55,14.08,1.79,70.12,0,5.55,97.76
27-11-2018,22.3,32.13,13.48,2.39,83.06,0,5.62,97.83
28-11-2018,21.58,30.75,13.3,2.5,91.38,0,6.77,97.88
29-11-2018,22.17,31.12,14.17,2.05,83.56,0,7.45,97.97
30-11-2018,22.88,31.44,14.55,1.78,79.69,0,7.26,97.95
01-12-2018,22.13,30.19,14.8,1.95,86.38,0,7.51,97.78
02-12-2018,21.83,30.3,14.57,2.38,96.81,0,7.63,97.63
03-12-2018,21.91,30.44,14.49,2.66,88.12,0,7.51,97.71
04-12-2018,22.51,30.26,16.26,2.66,80.25,0,7.63,97.83
05-12-2018,22.85,29.83,17.19,1.49,129.5,0,8.36,97.69
06-12-2018,22.83,30.89,15.37,1.88,132.56,0,8.67,97.54
07-12-2018,23.31,31.41,16.29,1.97,77.38,0,8.54,97.57
08-12-2018,23.91,31.56,17.07,2.9,102.44,0.6,9.58,97.64
09-12-2018,24.08,31.39,17.71,2.25,129.12,2.81,11.05,97.54
10-12-2018,23.27,31.58,17.52,3.32,227.44,3.55,10.56,97.45
11-12-2018,21.12,30.43,13.51,2.61,182.69,0,5.74,97.61
12-12-2018,20.29,29.99,11.74,2.41,102.94,0,6.35,97.74
13-12-2018,20.7,29.23,13.3,2.17,57.69,0.01,6.96,97.89
14-12-2018,20.38,28.88,13.58,3.2,47.38,0,6.71,98.04
15-12-2018,19.71,28.14,13.51,3.88,54.62,0,6.41,98.09
16-12-2018,19.06,27.62,11.55,4.47,71.88,0,5.86,98.09
17-12-2018,17.55,20.91,15.55,3.84,57.19,1.41,8.91,97.98
18-12-2018,19.3,27.69,12.7,2.23,108.06,0.05,7.93,97.93
19-12-2018,17.86,27.32,9.92,2.29,72.5,0,6.35,98.01
20-12-2018,18.03,28,9.59,2.54,79.31,0,5.31,97.98
21-12-2018,18.51,28.89,9.44,2.34,82.19,0,4.88,97.88
22-12-2018,18.15,28.85,9.04,2.81,89,0,4.46,97.87
23-12-2018,18.26,29.23,8.88,2.53,92.69,0,4.82,97.91
24-12-2018,19.51,29.5,10.08,1.98,104.06,0,4.94,97.83
25-12-2018,20.87,30.98,12.51,2.13,145.44,0,5.68,97.74
26-12-2018,21.48,31.69,13.83,2.9,219.19,0,6.41,97.62
27-12-2018,18.29,28.19,10.62,3.92,327.88,0,2.99,97.73
28-12-2018,16.98,26.29,8.08,2.64,64.81,0,2.32,97.88
29-12-2018,15.18,25.87,6.4,3.41,75.88,0,2.26,98.1
30-12-2018,15.87,26.64,6.07,2.84,89.5,0,2.62,98.24
31-12-2018,17.64,27.94,7.08,2.38,86.38,0,2.2,98.25
01-01-2019,19.87,29.95,9.91,1.88,88.81,0,2.62,98.19
02-01-2019,20.76,31.21,11.54,1.45,140.75,0,3.23,98.11
03-01-2019,20.93,30.27,12.46,1.3,64.12,0,3.05,98.18
04-01-2019,19.2,29.92,9.91,2.57,85.31,0,3.48,98.13
05-01-2019,19.26,30.13,10.19,2.22,113.06,0,4.52,97.94
06-01-2019,20.62,30.25,11.36,1.93,160.88,0,5.8,97.8
07-01-2019,19.53,29.57,11.59,2.77,113.31,0,3.78,97.86
08-01-2019,18.01,27.57,8.56,2.15,66.62,0,3.3,97.91
09-01-2019,19.12,28.87,10.01,1.82,100.31,0,2.81,97.86
10-01-2019,18.24,28.81,9.18,2.63,78,0,3.48,97.84
11-01-2019,18.48,29.12,9.33,2.4,111.38,0,4.46,97.85
12-01-2019,20.23,30.33,11.26,2.84,125.25,0,6.53,97.75
13-01-2019,22.26,30.55,13.74,1.95,145.38,0,7.63,97.8
14-01-2019,20.73,29.11,14.01,2.7,39.38,0,5.92,97.87
15-01-2019,19.35,28.62,11.15,2.38,64.62,0,4.21,97.98
16-01-2019,19.89,30,10.83,2.11,71.75,0,3.3,97.92
17-01-2019,20.99,31,12.07,1.59,83.44,0,3.48,97.76
18-01-2019,21.58,30.86,11.84,1.82,66.44,0,3.3,97.8
19-01-2019,20.82,30.96,10.85,2.44,87,0,2.69,97.88
20-01-2019,20.97,31.8,11.4,2.59,102.5,0,2.69,97.93
21-01-2019,21.62,32.95,11.9,3.21,145,0,2.93,97.69
22-01-2019,21.98,31.41,13.17,3.18,198.75,0,4.76,97.62
23-01-2019,21.88,31.15,14.29,3,251.94,0,5.8,97.66
24-01-2019,22.51,30.51,14.49,2.51,130.25,0.13,7.2,97.71
25-01-2019,22.44,28.76,18.51,3.18,123.06,2.23,10.01,97.67
26-01-2019,18.74,23.55,15.51,3.98,58.12,1.57,9.89,97.97
27-01-2019,18.65,26.53,12.5,3.36,43.75,0,7.81,98.07
28-01-2019,16.97,26.1,9.58,3.62,80.31,0,3.48,98.19
29-01-2019,15.47,25.65,6.78,3.1,55.12,0,2.5,98.24
30-01-2019,16.69,27.34,7.65,2.68,88.31,0,2.62,98.1
31-01-2019,17.7,28.87,7.68,3.34,107.19,0,3.23,97.95
01-02-2019,20.36,30.18,10.62,2.7,110.12,0,5.49,97.87
02-02-2019,22.08,30.69,14.63,3.05,109.31,0,6.47,97.8
03-02-2019,21.91,30.94,14.15,3.66,106.25,0,5.55,97.96
04-02-2019,22.13,31.44,14.39,3.52,101.44,0,5.31,98.13
05-02-2019,22.55,32.02,14.65,3.18,105.75,0,5.31,98.01
06-02-2019,24.82,33.9,16.12,3.51,144.94,0,6.16,97.57
07-02-2019,24.65,32.87,18.49,4.39,241.19,0,6.65,97.47
08-02-2019,21.56,29.77,15.4,4.35,308.06,0,4.52,97.74
09-02-2019,18.25,28.27,9.99,3.95,196.81,0,1.71,97.98
10-02-2019,18.08,29.51,8.12,2.92,109.38,0,2.08,98.08
11-02-2019,20.02,31.15,9.34,2.94,95.69,0,3.05,98.02
12-02-2019,22.19,32.88,11.98,3.14,96,0,4.46,98.08
13-02-2019,23.6,33.6,14.73,2.88,97.19,0,5,98.09
14-02-2019,24.99,35.44,15.08,2.68,132.19,0,4.58,97.73
15-02-2019,25.89,35.16,17.43,3.87,222.12,0.33,6.77,97.61
16-02-2019,24.39,33.26,16.82,3.24,179.56,0.03,5.74,97.68
17-02-2019,22.23,31.87,13.55,2.97,146.88,0,3.66,97.67
18-02-2019,23.69,34.06,13.61,2.12,170.62,0,3.17,97.48
19-02-2019,26.15,36.57,15.72,2.34,200,0,4.15,97.54
20-02-2019,26.89,36.78,16.51,3.46,116.56,0.05,7.08,97.78
21-02-2019,29.12,37.47,20.23,2.97,161.19,0.76,8.73,97.88
22-02-2019,29.9,37.8,22.94,2.99,242.88,0,8.36,97.73
23-02-2019,28.6,37.64,19.96,2.45,150.25,0,6.77,97.55
24-02-2019,27.91,37.92,20.13,3.35,206.5,0,5.31,97.33
25-02-2019,26.62,35.54,19.16,4.05,276.94,0,3.78,97.3
26-02-2019,25.88,34.64,17.79,3.7,247.12,0,3.91,97.23
27-02-2019,25.34,33.76,16.94,4.45,301.62,0,5.37,97.21
28-02-2019,23.78,31.96,16.57,3.41,191.31,0,4.39,97.45
01-03-2019,23.3,32.33,14.44,3.48,58.31,0,4.15,97.54
02-03-2019,26.58,35.22,16.52,4.1,111.81,0,7.87,97.48
03-03-2019,28.97,37.51,23.19,3.77,241.69,0.02,7.93,97.24
04-03-2019,27.74,36.91,18.5,3.15,273.12,0,6.65,97.12
05-03-2019,26.26,34.72,19.31,4.39,315.94,0,5.13,97.18
06-03-2019,25.12,34.12,16.97,3.22,172.56,0,4.46,97.35
07-03-2019,25.27,34.25,15.93,2.59,115.81,0,4.46,97.4
08-03-2019,26.43,35.79,16.28,2.43,132.5,0,4.27,97.53
09-03-2019,28.26,37.41,19.81,3.09,274.62,0,4.88,97.5
10-03-2019,28.3,38.21,18.53,3.13,279.5,0,4.64,97.49
11-03-2019,29.1,38.73,19.42,2.8,191.38,0,4.94,97.55
12-03-2019,29.55,38.04,20.62,2.41,191.62,0,5.74,97.62
13-03-2019,30.8,39.05,23.25,2.28,214.44,0,6.47,97.52
14-03-2019,30.08,38.32,22.2,2.97,288.44,0,5.74,97.58
15-03-2019,29.64,38.45,21.7,2.62,258.62,0,5.62,97.63
16-03-2019,29.94,38.69,20.69,3.27,105.12,0,6.23,97.55
17-03-2019,30.94,39.86,22.17,4.4,203.62,0,6.71,97.43
18-03-2019,29.62,39.05,20.35,2.84,198.12,0.05,4.27,97.45
19-03-2019,29.44,38.4,20.12,2.35,181.69,0,6.16,97.29
20-03-2019,30.64,38.79,21.48,3.73,122.62,0.45,8.97,97.2
21-03-2019,30.42,38.2,23.3,2.22,187.94,0.69,8.85,97.37
22-03-2019,30.48,39.55,21.44,2.48,299.38,0.09,5,97.46
23-03-2019,30.12,39.09,20.94,3.38,60.62,0,5.55,97.52
24-03-2019,30.19,39.13,21.14,3.52,74.12,0,5.31,97.46
25-03-2019,31.13,40.6,20.75,2.57,115.25,0,5.13,97.39
26-03-2019,32.33,41.52,23.57,2.73,108.44,0,5.13,97.42
27-03-2019,30.82,39.7,21.38,3,93.5,0,4.46,97.61
28-03-2019,30.58,40.49,20.45,3,99,0,3.23,97.52
29-03-2019,32.01,41.68,22.15,2.13,91.69,0,3.91,97.31
30-03-2019,33.45,42.6,23.03,2.44,245.56,0,4.39,97.19
31-03-2019,33.65,42.68,24.03,3.63,297.25,0,5.13,97.15
01-04-2019,33.13,42.5,24.12,4.2,310.38,0,4.58,97.19
02-04-2019,32.39,41.73,23.01,3.59,74.75,0,3.6,97.25
03-04-2019,33.97,42.58,24.44,1.55,95.31,0,4.27,97.24
04-04-2019,34.8,43.16,25.54,2.22,208.81,0.1,7.08,97.26
05-04-2019,34.92,42.78,27.65,4.7,267,0.01,6.23,97.29
06-04-2019,34.3,43.52,24.79,4.44,301.12,0.12,5.49,97.21
07-04-2019,33.83,42.38,24.79,4.16,297.38,0,5,97.1
08-04-2019,34.32,43.22,25.5,2.87,306.12,0,5,97
09-04-2019,33.58,43.41,24.97,3.81,287.69,0,4.15,97.1
10-04-2019,33.76,43.37,24.34,4.28,297.31,0,4.33,97.2
11-04-2019,34.93,44.06,24.46,2.55,294.38,0.01,5.37,97.08
12-04-2019,35.62,43.83,26.72,1.3,260.25,0.05,4.94,97.11
13-04-2019,35.95,43.85,26.29,1.38,257.69,0,4.7,97.15
14-04-2019,35.84,44.31,26.47,1.64,170.81,0,5.49,97.14
15-04-2019,36.01,43.78,27.84,3.15,252.5,0.03,6.9,97.11
16-04-2019,34.8,40.8,29.95,2.48,298.25,2.09,8.42,97.16
17-04-2019,31.41,38.63,25,3.06,290.75,3.46,10.19,97.27
18-04-2019,31.11,39.34,22.17,3.26,236.75,0,5.8,97.29
19-04-2019,32.01,40.14,22.66,2.78,185.75,0,6.65,97.13
20-04-2019,33.46,41.26,23.89,2.51,132.56,0,8.18,96.9
21-04-2019,34.72,41.88,27.2,2.36,174.44,0,9.46,96.83
22-04-2019,34.26,40.87,27.47,2.41,109.81,0,9.58,96.97
23-04-2019,35,42.87,26.18,2.28,148.12,0,6.77,97.08
24-04-2019,35.4,43.69,26.35,2.27,179.44,0,5.74,97.11
25-04-2019,36.48,45.26,27.56,2.87,182.06,0,5.62,97.03
26-04-2019,37.33,45.67,28.83,2.68,158,0,6.65,96.95
27-04-2019,38.23,46.24,29.58,1.98,93.62,0,6.04,96.88
28-04-2019,37.83,46.29,28.33,2.74,113.38,0,5.98,96.82
29-04-2019,37.73,46.68,28.26,2.68,299.12,0,4.52,96.81
30-04-2019,36.98,46.03,27.34,3.55,321.56,0,4.82,96.73
01-05-2019,36.23,44.58,27.48,4.64,314.44,0,5.31,96.64
02-05-2019,36.14,44.3,27.98,4.84,313.56,0,6.04,96.62
03-05-2019,34.73,42.94,26.01,5.47,310.56,0,5.8,96.73
04-05-2019,34.5,42.68,26.59,5.47,300.38,0,6.96,97.01
05-05-2019,34.62,42.49,26.83,5.27,312.94,0,6.59,97.18
06-05-2019,35.6,43.4,27.53,3.87,324.06,0,6.23,97.04
07-05-2019,36.07,43.7,28.98,4.84,317.81,0,6.29,96.92
08-05-2019,36.34,44.29,27.94,6.07,318.31,0,5.68,96.93
09-05-2019,36.3,44.15,28.44,6.55,317.88,0,6.9,96.91
10-05-2019,36.2,43.63,28.25,4.64,312.38,0,8.24,96.94
11-05-2019,36.23,43.06,29.12,4.74,304.81,0,8.18,97.04
12-05-2019,36.52,44.55,28.19,4.95,310.94,0,6.41,96.95
13-05-2019,36.8,44.3,28.99,4.5,314.75,0,7.2,96.86
14-05-2019,36.8,44.17,29.87,4.12,315.88,0,6.96,96.86
15-05-2019,36.75,44.44,28.73,4.14,319.31,0,6.53,96.95
16-05-2019,36.43,44.16,28.92,5.55,306.62,0,7.14,97.04
17-05-2019,36.26,43.83,28.8,5.98,312.31,0,7.14,97.06
18-05-2019,35.79,43.19,29.06,5.95,318.75,0,7.45,97.02
19-05-2019,36.23,43.81,28.44,4.27,327,0,6.77,97.02
20-05-2019,37.3,45.01,28.8,2.76,331.38,0,6.77,97.01
21-05-2019,38.42,45.82,29.58,2.88,262.5,0,6.77,96.89
22-05-2019,38.73,46.09,31.37,5.05,317.19,0.02,7.39,96.83
23-05-2019,38.23,45.48,30.15,4.04,312.75,0,7.26,96.8
24-05-2019,37.59,45.01,30.38,5.25,297.62,0,8.24,96.87
25-05-2019,37.51,44.66,30.16,5.48,311.62,0,7.93,96.77
26-05-2019,38.6,45.67,30.94,5.49,313.81,0,8.18,96.66
