Date,Temp,Temp_Min,Temp_Max,WS,WD,HUM,PRE,SP
24-12-2020,18.12,10.68,28.61,2.86,102.31,6.71,0,95.79
25-12-2020,17.76,10.42,27.69,3.44,93.44,6.47,0,95.93
26-12-2020,18.27,10.23,29.17,2.99,96,6.47,0,95.97
27-12-2020,19.94,11.46,30.28,2.43,171.12,7.32,0,95.86
28-12-2020,19.85,12.27,29.32,2.18,174.44,8.3,0,95.8
29-12-2020,20.02,12.71,29.44,2.75,96.12,8.85,0,95.8
30-12-2020,20.02,13.05,29.18,3.36,108.69,9.34,0,95.87
31-12-2020,19.62,12.93,28.32,3.52,93.56,8.61,0,95.96
01-01-2021,20.01,13.5,28.12,3.49,102.69,8.54,0.03,95.96
02-01-2021,20.68,15.8,26.97,2.98,113.75,10.86,0,95.92
03-01-2021,20.84,16.21,28.55,3.09,134.75,9.77,0,95.77
04-01-2021,21.24,15.02,28.62,3.62,134.38,9.03,0.1,95.75
05-01-2021,21.43,16.6,27.19,2.88,111,10.19,0.86,95.86
06-01-2021,23.33,18.03,29.55,1.86,80.5,11.41,0.03,95.8
07-01-2021,23.48,18.23,29.82,2.59,96.44,11.84,0.19,95.64
08-01-2021,24.19,18.9,30.44,3.43,116.12,12.51,0.02,95.55
09-01-2021,24.3,17.63,32.06,3.19,133.12,9.64,0.03,95.6
10-01-2021,24.15,17.69,32.84,2.15,130.31,8.42,0.14,95.72
11-01-2021,23.86,17.12,32.44,2.78,95.69,9.03,0,95.85
12-01-2021,23.98,17.26,32.56,2.71,45.88,9.52,0,95.91
13-01-2021,22.99,15.64,32,2.77,55.88,7.32,0,95.87
14-01-2021,21.5,14.05,30.81,2.97,87,6.47,0,95.81
15-01-2021,22.01,13.23,32.03,2.59,109.25,6.59,0,95.71
16-01-2021,22.91,15.3,31.84,2.93,113.62,7.32,0,95.6
17-01-2021,23.69,16.27,32.49,3.71,119.5,6.96,0,95.71
18-01-2021,23.49,16.21,32.08,2.95,116.06,7.93,0,95.8
19-01-2021,24.29,16.9,32.38,2.5,247.19,9.95,0,95.74
20-01-2021,24.13,16.86,32.62,2.34,243.38,8.24,0,95.78
21-01-2021,22.55,14.77,31.98,2.78,45.12,5.55,0,95.8
22-01-2021,21.66,13.12,31.73,2.66,83.19,5.19,0,95.81
23-01-2021,23.71,13.49,33.3,1.7,212.88,5.25,0,95.73
24-01-2021,23.61,15.23,33.25,2.56,246.75,5.8,0,95.79
25-01-2021,22.62,14.53,32.56,2.32,135.19,5.37,0,95.86
26-01-2021,22.4,13.92,32.39,2.22,81.69,5.19,0,95.81
27-01-2021,21.94,13.73,31.1,2.54,102.06,6.04,0,95.84
28-01-2021,23.78,16.05,31.98,2.61,172.75,8.24,0,95.83
29-01-2021,23.26,16.73,31.43,2.75,121.31,8.06,0,95.91
30-01-2021,21.47,14.24,30.14,3.09,51.12,4.76,0,95.98
31-01-2021,20.86,12.68,30.56,2.93,108.12,3.66,0,96.04
01-02-2021,20.4,12.22,30.72,3.23,70.62,2.87,0,96.22
02-02-2021,20.62,11.45,31.41,3.45,95.38,2.62,0,96.2
03-02-2021,21.7,12.8,31.77,3.12,111.5,3.23,0,96.05
04-02-2021,22.27,13.44,31.83,2.99,133.38,3.6,0,95.98
05-02-2021,22.22,13.76,31.73,3.28,215.44,5.86,0,95.86
06-02-2021,21.96,14.76,30.84,3.38,27.06,5.31,0,95.91
07-02-2021,20.65,12.77,30.34,3.35,51,3.91,0,96.07
08-02-2021,20.05,10.91,30.49,3.08,76.12,2.62,0,96.11
09-02-2021,21.96,14.24,32.75,2.25,89.12,2.32,0,95.95
10-02-2021,22.41,12.66,33.44,2.46,153.25,2.56,0,95.78
11-02-2021,23.27,15.41,33.62,2.63,104.38,2.99,0,95.7
12-02-2021,23.68,14.89,33.33,2.3,106,5,0,95.75
13-02-2021,25.11,16.04,34.01,2.56,154.38,6.71,0,95.77
14-02-2021,25.71,18.51,33.35,2.8,183.69,6.16,0,95.78
15-02-2021,26.31,19.05,33.4,2.49,217.31,6.23,0,95.67
16-02-2021,26.36,20.95,33.08,1.85,159.31,6.29,0,95.62
17-02-2021,26.01,20.48,32.62,2.98,60.62,6.96,0.02,95.65
18-02-2021,25.06,20.86,30.87,3.49,95.19,8.18,0.85,95.94
19-02-2021,22.29,18.31,27.03,2.55,88.62,8.61,2.15,96.15
20-02-2021,22.69,15.08,30.34,3.92,80.81,8.24,0,96.09
21-02-2021,24.28,18.1,31.95,3.65,74.5,7.45,0,96.09
22-02-2021,24.44,16.83,33.13,2.84,75.38,6.29,0,96.06
23-02-2021,25.51,18.28,34.58,2.3,64.88,4.7,0,95.89
24-02-2021,26.54,19.65,35.33,1.74,57.75,3.97,0,95.75
25-02-2021,26.81,18.29,35.77,1.89,217.94,4.33,0,95.73
26-02-2021,26.49,18.69,35.73,3.86,321.62,5.43,0,95.59
27-02-2021,26.79,17.79,36.37,3.49,249.94,4.58,0,95.53
28-02-2021,28.13,19.44,36.65,2.04,185.94,5.8,0,95.58
01-03-2021,28.59,20.01,37.41,2.86,192.69,5.92,0,95.8
02-03-2021,27.51,18.91,37.09,3.25,67.88,3.97,0,95.89
03-03-2021,27.12,18.1,36.62,2.73,46.75,2.87,0,95.8
04-03-2021,26.83,17.74,37.48,2.66,82.25,2.62,0,95.77
05-03-2021,27.15,16.89,36.77,2.41,207.25,2.87,0,95.82
06-03-2021,28.11,18.96,37.57,2.04,118.12,3.66,0,95.8
07-03-2021,28.64,19.76,37.69,1.73,139.69,3.78,0,95.7
08-03-2021,28.33,18.92,37.34,1.77,164.94,4.94,0,95.74
09-03-2021,29.12,20.65,37.53,2.41,183,5.92,0,95.75
10-03-2021,29.43,21.56,37.12,1.75,191.5,5.49,0,95.76
11-03-2021,29.54,22.2,37.8,2.95,152.69,5.19,0,95.7
12-03-2021,28.73,20.01,37.53,3.41,176.25,3.91,0,95.85
13-03-2021,27.52,19.58,36.21,2.89,136.56,4.94,0.09,95.91
14-03-2021,28.7,19.73,37.48,2.43,138.81,5.68,0,95.71
15-03-2021,29.36,20.55,37.78,2.65,159.94,6.16,0,95.61
16-03-2021,29.84,21.01,37.92,2.52,162,6.16,0,95.61
17-03-2021,30.41,22.48,37.81,1.49,171.5,6.1,0,95.53
18-03-2021,30.43,23.12,37.34,2.51,150.19,7.08,0.25,95.51
19-03-2021,29.53,24.41,35.12,1.72,172.62,7.69,1.58,95.56
20-03-2021,29.08,22.93,36.15,2.46,109.38,9.09,4.71,95.46
21-03-2021,29.25,22.91,36.27,3.57,164.94,9.77,1.81,95.44
22-03-2021,28.87,23.32,35.63,2.66,171.19,10.31,3.12,95.65
23-03-2021,28.55,20.93,36.36,3.2,101.75,9.64,0.72,95.73
24-03-2021,28.98,22.05,36.44,2.15,64.62,9.52,0.3,95.78
25-03-2021,29.57,22.44,37.87,2.96,284.88,7.32,0,95.66
26-03-2021,28.6,20.18,37.87,3.71,24.81,4.94,0,95.66
27-03-2021,28.8,19.1,38.96,3.29,153.12,4.09,0,95.54
28-03-2021,30.99,22.55,39.82,2.04,26.75,4.52,0,95.44
29-03-2021,31.8,22.42,40.57,2.4,312.62,4.27,0,95.37
30-03-2021,30.51,21.23,40.58,5.07,308.94,4.52,0,95.23
31-03-2021,30.87,20.73,40.8,4.87,313.56,4.64,0,95.13
