Date,Temp,Temp_Min,Temp_Max,WS,WD,HUM,PRE,SP
21-12-2019,19.8,15.3,26.64,2.52,97.44,10.74,0,95.95
22-12-2019,19.63,14.05,26.64,2.84,91.81,10.38,0,95.98
23-12-2019,20.87,15.59,27.57,3.2,104.06,11.41,0,95.93
24-12-2019,22.07,15.72,28.75,2.89,137.94,11.84,0,95.98
25-12-2019,20.18,17.77,23.9,1.85,165.94,11.96,1.35,95.98
26-12-2019,20.25,16.76,24.6,1.32,140.25,13.12,0.95,95.91
27-12-2019,17.26,11.3,25.35,3.02,36.25,8.3,0,95.95
28-12-2019,14.7,8.18,23.87,4.08,77.31,5.43,0,96.04
29-12-2019,14.94,7.17,24,3.34,88.81,6.53,0,96.05
30-12-2019,17.12,10.12,25.05,3.54,108.25,7.69,0.39,95.96
31-12-2019,18.79,14.65,25.5,4.66,118.88,11.29,3.17,95.91
01-01-2020,20.76,15.22,27.57,4.08,140.88,12.02,0.78,95.95
02-01-2020,20.94,15.95,27.6,2.44,144,12.33,6.34,96.08
03-01-2020,19.06,13.99,26.31,2.26,111.75,10.93,0.45,96.04
04-01-2020,18.66,14.29,25.78,2.57,114.5,10.38,0,95.95
05-01-2020,16.73,11.4,24.17,3.76,58,8.36,0,96.1
06-01-2020,17.27,9.66,26.39,3.52,95.62,8.24,0,96.18
07-01-2020,19.71,11.74,27.71,2.73,143.81,10.38,0,96.01
08-01-2020,21.08,16.22,27.19,3.06,243.38,12.76,0.46,95.8
09-01-2020,18.94,13.97,25.55,3.13,178.62,9.95,0.02,96.01
10-01-2020,15.95,9.8,24.37,3.64,65.88,7.45,0,96.16
11-01-2020,15.54,7.87,25.51,3.06,76.38,6.35,0,96.23
12-01-2020,16.43,8.77,26.95,2.77,84.69,6.04,0,96.06
13-01-2020,18.8,10.22,28.87,2.39,165.19,6.71,0,95.78
14-01-2020,18.86,10.84,28.29,2.42,140.5,7.75,0,95.75
15-01-2020,20.06,12.44,29.33,3.5,149.06,9.03,0,95.73
16-01-2020,19.23,12.69,27.15,2.73,267.44,9.52,0,95.74
17-01-2020,17.48,9.98,26.15,2.74,246.12,7.08,0,95.88
18-01-2020,18.96,11.29,28.12,2.52,90.31,8.91,0,95.91
19-01-2020,19.22,12.62,27.88,3.02,65.25,9.46,0,96
20-01-2020,19.24,12.38,28,2.53,84.69,9.58,0,96.04
21-01-2020,21.75,14.15,30.07,3.41,133.69,10.5,0,96.03
22-01-2020,23.05,15.69,30.9,2.77,143,10.56,0,96.12
23-01-2020,22.35,16.44,30.21,2.1,97.25,10.19,0,96.11
24-01-2020,21.04,14.42,29.53,2.8,50.5,10.25,0,96.11
25-01-2020,21.75,14.54,30.87,2.51,143.81,9.22,0,96.02
26-01-2020,21.64,14.52,31.09,2.66,114.25,7.69,0,95.91
27-01-2020,23.08,13.89,32.86,3.75,203.44,8.48,0,95.68
28-01-2020,21.16,14.75,29.11,4.33,297,7.57,0,95.69
29-01-2020,19.86,13.51,28.05,3.41,250.06,9.03,0,95.98
30-01-2020,19.01,11.71,28.1,2.94,121.56,6.96,0,96.03
31-01-2020,18.8,10.14,28.58,2.75,85.88,6.53,0,95.84
01-02-2020,20.17,12.3,28.62,3.98,72.69,7.57,0,95.92
02-02-2020,20.53,12.72,28.93,3.8,83.06,8.61,0.58,96.11
03-02-2020,22.45,15.73,29.93,3.51,116.12,10.74,0.65,96.02
04-02-2020,23.35,17.93,30.51,4.2,183.94,11.05,0,95.82
05-02-2020,21.6,13.63,28.92,3.03,153,9.95,0.21,95.92
06-02-2020,22.73,16.23,29.89,2.89,129.62,10.99,0.54,95.79
07-02-2020,22.3,17.65,29.25,3.67,106.56,11.23,0.93,95.85
08-02-2020,19.51,15.44,25.72,4.48,68.44,10.5,0.12,96.12
09-02-2020,19.44,12.63,27.69,4.95,79.69,8.3,0,96.26
10-02-2020,20.62,13.53,28.37,3.65,101.94,9.46,0,96.16
11-02-2020,22.44,16.01,30.05,3.53,98.62,9.46,0,96.18
12-02-2020,22.97,16.14,31.12,3.07,65,9.03,0,96.31
13-02-2020,22.8,15.56,31.98,2.98,227.56,7.39,0,96.18
14-02-2020,23.26,15.25,32.63,3.16,273.69,6.59,0,95.92
15-02-2020,23.74,15.95,33.08,2.53,110.38,6.29,0,95.89
16-02-2020,23.74,14.76,33.68,2.88,75.81,6.04,0,96.02
17-02-2020,23.57,15.02,33.47,3.34,63.38,5.07,0,96.12
18-02-2020,23.59,14.34,34.04,2.93,65,4.09,0,96.03
19-02-2020,24.19,14.58,34.26,2.4,142.31,4.27,0,95.89
20-02-2020,25.28,15.76,34.86,3.46,178.12,6.84,0,95.8
21-02-2020,25.87,17.94,34.12,2.7,183.06,7.81,0,96.01
22-02-2020,26.73,19.79,34.57,1.9,187.44,7.45,0,96.13
23-02-2020,26.89,17.99,35.15,2.23,204.88,7.14,0,95.97
24-02-2020,25.69,17.88,35.01,3.09,270,5.55,0,95.72
25-02-2020,23.26,16.28,31.99,4.4,174.81,4.39,0,95.82
26-02-2020,22.63,13.91,32.06,3.31,55.19,4.27,0,95.96
27-02-2020,23.62,14.25,33.32,2.94,78.5,4.58,0,95.92
28-02-2020,24.52,15.31,34.01,3.38,97.69,5.49,0,95.75
29-02-2020,25.53,16.71,34.06,3.16,119.81,6.47,0,95.64
01-03-2020,27.13,19.2,34.55,2.52,140.69,8.42,1.66,95.67
02-03-2020,27.58,21.06,34.55,2.21,202.25,8.06,0.69,95.69
03-03-2020,25.95,17.87,35.11,3.65,297,5.31,0,95.63
04-03-2020,24.9,17.18,34.06,3.7,309.44,5.37,0,95.61
05-03-2020,24.66,16.72,32.72,3,262.31,5.86,0,95.51
06-03-2020,24.26,15.83,33.03,3.62,264.44,5.92,0,95.51
07-03-2020,24.67,16.58,33.22,3.58,256.88,6.9,0,95.78
08-03-2020,26.67,18.3,34.7,2.99,80.25,6.84,0.1,95.78
09-03-2020,27.6,22.54,33.15,4.44,99.12,9.89,0.77,95.63
10-03-2020,29.36,21.89,36.72,3.49,212.31,10.07,0.29,95.46
11-03-2020,27.18,21.65,34.59,4.16,285.38,8.67,0,95.57
12-03-2020,26.92,18.89,34.51,2.99,236.19,7.45,0,95.74
13-03-2020,27.8,20.06,34.71,3.12,187,7.57,0,95.75
14-03-2020,26.34,19.58,34.89,4.04,239.12,4.09,0,95.76
15-03-2020,25.62,16.31,34.96,3.82,27.94,3.42,0,95.81
16-03-2020,27.12,17.84,35.48,3,70.19,5.86,0,95.85
17-03-2020,28.4,21.31,35.68,3.49,93.38,9.83,3.91,95.89
18-03-2020,28.69,23.31,35.03,2.3,112.75,11.35,2.1,95.87
19-03-2020,28.51,22.45,37.32,3.28,188.25,8.73,1.68,95.67
20-03-2020,27.94,20.05,36.26,1.51,254.62,5.8,0,95.64
21-03-2020,26.39,18.28,35.2,4.09,283.5,5.8,0,95.68
22-03-2020,27.16,19.44,35.71,2.77,45.06,6.16,0.07,95.75
23-03-2020,28.48,20.05,37.11,2.38,106.44,6.65,0,95.65
24-03-2020,29.48,20.53,37.95,2.37,121.81,7.63,0,95.49
25-03-2020,30.14,22.2,38.36,2.75,169,9.83,4.28,95.51
26-03-2020,27.94,22.05,34.95,2.64,91.81,12.27,1.92,95.67
27-03-2020,30.19,22.44,38.07,3.21,171.31,11.41,0.52,95.72
28-03-2020,29.24,21.96,36.69,3.1,83.81,11.47,1.13,95.75
29-03-2020,30.08,23.16,36.62,1.91,61.94,12.02,1.62,95.6
30-03-2020,29.33,24.41,35.81,1.91,66.56,13,6.7,95.69
31-03-2020,29.15,22.65,36.77,2.73,200.19,13.61,2.59,95.71
01-04-2020,29.26,21.8,37.55,2.59,316.44,9.83,0.43,95.66
02-04-2020,29.05,20.12,37.94,3.39,267.31,8.42,0,95.54
03-04-2020,29.8,22.63,37.81,3.52,95.12,8.97,0.18,95.57
04-04-2020,31.55,23.45,39.49,2.99,170.75,10.99,0.86,95.58
05-04-2020,32.27,24.5,39.89,3.2,199.06,9.58,0,95.63
06-04-2020,32.19,25.05,39.76,2.45,211.06,8.97,0.33,95.59
07-04-2020,30.65,22.79,39.06,3.24,330,6.29,0.9,95.51
08-04-2020,30.03,22.06,38.84,4.33,306.19,5.62,0,95.58
09-04-2020,29.99,21.5,38.41,3.4,321.19,5.98,0,95.61
10-04-2020,31.64,23.05,39.21,1.49,201.75,5.98,0,95.67
11-04-2020,32.67,24.23,40.33,2.23,132.38,7.45,0.11,95.79
12-04-2020,33.48,25.51,41.26,2.23,87,6.71,0,95.69
13-04-2020,33.44,25.2,41.67,1.94,92.19,6.23,0,95.53
14-04-2020,33.98,26.9,41.97,1.79,80.94,5.49,0.24,95.53
15-04-2020,33.97,26.2,41.55,2.8,173.69,7.63,0,95.59
16-04-2020,34.37,27.02,41.87,2.37,269,7.02,0,95.46
17-04-2020,34.01,25.87,42.24,3.49,239.38,6.59,0,95.41
18-04-2020,34.48,25.78,42.18,2.95,136.69,7.39,0,95.48
19-04-2020,34.29,26.81,41.37,2.52,164.56,7.26,0.06,95.48
20-04-2020,34.26,25.7,41.51,1.76,249,7.02,0,95.44
21-04-2020,33.37,25.29,41.37,3.85,310.75,5.74,0,95.45
22-04-2020,33.62,26.13,41.13,3.83,269.25,6.96,0,95.36
23-04-2020,34,25.72,41.61,3.37,331.12,7.45,0,95.33
24-04-2020,34.55,26.8,41.85,4.11,313.56,7.69,0,95.24
25-04-2020,33.26,26.22,40.66,5.05,305.06,7.75,0,95.3
26-04-2020,32.48,23.83,40.8,3.95,308.88,6.84,0,95.4
27-04-2020,33.51,25.89,40.79,4.02,195.75,7.39,0,95.48
28-04-2020,33.51,25.29,40.78,3.32,62.62,8.42,0,95.5
29-04-2020,34.12,26.32,41.72,2.91,133.75,8.18,0.37,95.42
30-04-2020,34.88,27.65,42.4,2.4,66.38,6.35,0,95.44
01-05-2020,34.8,26.75,42.44,2.67,208.25,7.69,0.11,95.4
02-05-2020,35.13,27.9,42.9,4.97,326.25,7.32,0,95.26
03-05-2020,35.11,27.15,43.21,5.44,323.69,7.14,0,95.27
04-05-2020,34.98,26.16,43.31,4.52,312.81,7.14,0,95.37
05-05-2020,34.93,27.56,42.37,4.98,340.94,7.69,0,95.33
06-05-2020,35.55,28.19,43.05,3.5,282.44,7.14,0,95.24
07-05-2020,35.21,27.51,42.49,2.73,194.31,8.91,0.01,95.28
08-05-2020,35.04,27.07,42.6,2.85,285.5,6.59,0.09,95.32
09-05-2020,35.62,27.12,42.8,1.57,143.5,8.24,0,95.36
10-05-2020,35.14,28.57,42,4.06,188.06,10.31,2.28,95.43
11-05-2020,34.44,26.76,41.55,2.6,148.56,10.01,0.29,95.48
12-05-2020,35.36,27.92,41.69,2.35,117.56,8.42,0.08,95.34
13-05-2020,35.1,29.31,41.27,3,171.94,11.41,1.33,95.24
14-05-2020,34.19,26.96,41.51,2.82,149.5,12.39,0.74,95.29
15-05-2020,33.83,28.73,38.85,3.15,271.12,12.63,2.68,95.22
16-05-2020,34.87,27.87,41.06,3.55,271.44,11.84,0.46,95.11
17-05-2020,35.23,29.83,41.19,3.05,304.25,10.93,1.1,95.03
18-05-2020,34.21,27.73,40.81,5.68,301.75,8.12,0.4,94.88
19-05-2020,33.54,26.4,41.52,6.64,336.31,7.69,0.04,94.82
20-05-2020,34.06,26.62,42.34,6.39,326.69,7.45,0,94.81
21-05-2020,33.83,25.42,42.05,6.4,329.75,6.53,0,95
22-05-2020,34.57,26.94,42.63,6.33,320.12,7.81,0,95.09
23-05-2020,35.62,27.55,43.65,5.04,334.81,7.69,0,95.13
24-05-2020,36.48,28.3,44.3,5.06,330.81,6.9,0,95.19
25-05-2020,36.98,29.56,44.15,5.01,328.19,7.75,0,95.22
26-05-2020,37.48,29.77,44.72,5.42,321.81,7.69,0,95.17
27-05-2020,36.15,27.83,44.31,5.65,302.5,8.06,0,95.09
28-05-2020,35.14,26.19,43.31,6.23,306.94,9.4,0,95.01
29-05-2020,34.62,27.12,41.48,6.18,312.88,11.54,0,95.06
30-05-2020,34.58,27.19,40.64,3.94,318.44,12.08,0,95.16
31-05-2020,35.09,29.18,40.64,3.03,189,12.02,0.13,95.24
01-06-2020,30.5,26.25,34.73,3.99,228.19,13.73,4.03,95.47
02-06-2020,27.44,24.91,29.33,2.84,158.19,14.89,5.06,95.39
03-06-2020,26.42,23.47,31.24,4.79,127.81,16.97,17.01,95.11
04-06-2020,26.8,23.7,30.26,10.23,236.44,15.44,3.24,94.84
05-06-2020,29.09,22.19,36.33,4.02,286.44,14.59,0.06,95.14
06-06-2020,29.4,23.43,36.19,4.12,297,13.67,0.52,95.13
07-06-2020,29.33,23.53,35.51,4.89,309.25,15.14,0.92,95.12
08-06-2020,29.44,23.2,36.11,4.96,290.88,13.61,0.16,95.12
09-06-2020,29.81,23.13,36.69,4.28,303.25,13.61,4.05,95.12
10-06-2020,30.01,24.31,36,4.2,321,17.09,6.7,94.99
11-06-2020,27.62,24.61,31.8,5.14,284.5,18.86,52.56,94.8
12-06-2020,26.85,24.26,30.37,4.42,308.62,18.74,8.29,94.68
13-06-2020,27.22,23.61,31.56,2,253.88,17.7,4.32,94.72
14-06-2020,27.38,24.14,30.83,2.34,127.44,18.8,10.22,94.82
15-06-2020,28.27,24.37,33.23,2.56,263.44,19.1,11.48,94.75
16-06-2020,27.9,24.56,31.94,2.16,155.81,18.8,12.93,94.69
17-06-2020,28.73,23.63,34.79,3.37,246.19,16.85,0.59,94.74
18-06-2020,27.76,24.16,32.78,5.41,251.81,17.7,3.02,94.93
19-06-2020,28.45,23.73,33.65,4.68,279.44,18.13,2.23,95.05
20-06-2020,28.02,24.15,32.73,5.11,303.31,17.94,1.74,95.11
21-06-2020,26.77,24.44,30.01,4.95,285.31,17.94,1.36,95.03
22-06-2020,27.78,23.61,32.4,4.89,287.94,17.76,3.16,94.87
23-06-2020,28.58,23.8,34.28,3.06,248.62,16.66,0.32,95.02
24-06-2020,29.54,24.05,34.59,1.47,255.81,17.7,2.54,95.07
25-06-2020,30.3,25.59,35.16,1.72,243.75,18.98,5.01,94.99
26-06-2020,29.4,25.64,34.73,2.33,120.12,18.74,8.84,94.99
27-06-2020,27.78,24.62,31.48,1.84,113.44,19.23,9.38,95.01
28-06-2020,27.47,24.45,31.63,1.95,323.19,18.62,4.3,95.04
29-06-2020,26.06,24.44,28.27,4.32,314.06,18.98,7.57,94.95
30-06-2020,27.62,24.44,30.83,1.74,137.94,19.1,22.86,94.89
01-07-2020,27.6,24.51,32.08,2.17,275.69,19.17,13.08,94.91
02-07-2020,28.37,23.69,33.26,4.23,282.06,18.62,3.3,94.82
03-07-2020,26.48,23.59,28.98,3.97,264,19.23,2.81,94.78
04-07-2020,25.65,23.44,28.27,4.73,248.5,19.04,7.59,94.58
05-07-2020,25.58,23.55,28.37,5.84,247.88,18.49,12.76,94.64
06-07-2020,25.7,22.8,29.28,5.56,218.5,18.19,2.27,94.67
07-07-2020,27.06,23.08,31.99,6.11,216.12,18.25,1.75,94.79
08-07-2020,27.58,22.06,33.43,4.23,232.5,18.19,26.06,95.01
09-07-2020,27.27,23.16,32.03,3.73,268.94,18.8,18.11,95.01
10-07-2020,26.9,23.86,30.94,4.12,271,18.8,11.16,95.03
11-07-2020,26.92,23.27,30.8,4,260.62,18.25,0.83,95.01
12-07-2020,27.03,23.24,31.55,3.77,262.38,18.25,0.69,95.03
13-07-2020,26.11,23.73,29.82,3.52,275.81,17.88,10.82,94.99
14-07-2020,26.62,23.28,30.23,2.9,266.38,18.62,6.25,94.92
15-07-2020,26.48,24.05,29.41,2.84,58.19,19.78,32.64,94.69
16-07-2020,26.98,23.81,30.8,3.04,286.62,18.98,11.16,94.55
17-07-2020,26.65,22.01,32.01,3.78,215.5,17.76,0.43,94.69
18-07-2020,28.01,23.44,32.94,3.09,238.62,18.8,0.17,94.92
19-07-2020,26.31,24.4,29.03,3.38,265.88,18.8,2.45,95.08
20-07-2020,26.69,23.52,30.24,2.72,259.44,19.04,4.17,94.95
21-07-2020,26.16,23.44,29.39,1.78,189.69,18.49,7.74,95.11
22-07-2020,26.97,23.52,30.65,2.41,202.5,19.29,9.93,95.18
23-07-2020,25.05,22.59,28.08,3.1,254.25,18.98,25.79,95.12
24-07-2020,25.82,22.23,29.52,2.45,232.56,18.55,7.48,95.16
25-07-2020,24.77,22.8,26.8,2.21,184.94,18.25,9,95.26
26-07-2020,26.65,21.72,31.49,3.06,179,17.88,0.27,95.32
27-07-2020,26.77,23.58,30.62,3.34,288.81,19.04,0.11,95.24
28-07-2020,26.53,23.8,29.73,3.2,310.44,19.47,6.88,95.12
29-07-2020,26.07,23.84,28.9,1.99,249.44,18.86,15.74,95
30-07-2020,27.26,23.01,31.51,1.89,171.69,18.74,2.37,95.02
31-07-2020,27.62,24.14,31.25,2.72,171.94,20.02,10.62,94.97
01-08-2020,27.8,24.64,30.69,1.52,217.62,19.65,2.49,94.95
02-08-2020,27.5,24.4,31.37,2.1,279.44,20.26,5.38,94.85
03-08-2020,26.45,24.21,29.43,2.07,275.19,19.41,2.29,94.65
04-08-2020,26.6,22.89,30.51,3.77,232.25,19.04,1,94.37
05-08-2020,25.68,23.24,28.29,5.09,228.06,19.71,7.99,94.04
06-08-2020,25.51,23.32,28.98,4.87,227,18.25,0.35,94.29
07-08-2020,26.85,22.4,31.93,4.61,230.44,18.62,0.31,94.78
08-08-2020,26.65,23.07,31.19,4.76,266.38,18.68,0.39,94.95
09-08-2020,26.19,23.1,30.39,5.55,276.56,18.62,4.99,94.85
10-08-2020,25.45,23.29,28.12,4.67,265.25,18.68,14.62,94.85
11-08-2020,26.27,23.56,30.38,5.07,267.12,18.92,3.42,94.97
12-08-2020,25.64,23.13,28.8,5.95,262.94,18.86,9.47,95.06
13-08-2020,24.73,22.67,27.42,6.24,260.81,18.68,17.83,94.87
14-08-2020,24.92,22.47,27.59,7.04,255.88,18.68,22.02,94.7
15-08-2020,25.15,22.65,28.92,6.18,254.75,18.49,5.31,94.77
16-08-2020,24.86,22.56,28.03,6.05,250.25,18.19,10.67,94.84
17-08-2020,24.93,22.47,29.28,5.27,260.88,18.25,17.15,94.85
18-08-2020,25.19,21.57,29.49,5.1,264.81,18.13,5.5,94.95
19-08-2020,25.71,22.51,30.08,4.9,268.06,18.74,5.25,94.88
20-08-2020,25,22.77,27.53,4.98,268.69,19.04,7.21,94.78
21-08-2020,24.98,22.36,28.12,6.17,256.19,18.8,17.83,94.9
22-08-2020,25.17,22.2,28.67,5.62,243.38,18.8,7.64,95
23-08-2020,26.14,22.79,30.62,5.64,237.44,18.74,0.93,95.03
24-08-2020,26.07,22.21,30.77,4.92,240.75,18.43,0.76,95.14
25-08-2020,25.78,22.11,30.25,3.73,267.81,18.25,0.03,95.36
26-08-2020,25.51,22.23,29.2,3.09,304.81,18.37,1.68,95.39
27-08-2020,24.35,22.68,26.58,4.38,294.12,17.94,6.54,95.27
28-08-2020,24.51,21.87,27.54,4.25,278.69,18.07,13.61,95.1
29-08-2020,24.4,22.37,27,4.22,252.69,18.25,5.24,95.07
30-08-2020,25.28,21.85,29.77,4.52,238.75,17.88,0.09,95.16
31-08-2020,25.91,21.29,31.08,4.11,256.75,18.13,0.02,95.3
01-09-2020,25.77,22.38,29.65,2.37,292.75,17.64,0,95.41
02-09-2020,25.51,21.62,29.75,2.9,121.75,16.85,0.07,95.4
03-09-2020,26.21,22.17,30.55,2.16,159.06,17.03,0.01,95.4
04-09-2020,26.59,21.63,31.67,2.55,129.44,18.19,3.05,95.35
05-09-2020,26.98,23.38,31.31,1.9,138,17.64,4.95,95.28
06-09-2020,27.08,21.82,31.54,1.57,190.5,17.7,3.98,95.2
07-09-2020,26.91,23.02,31.21,1.81,255.19,18.49,6.18,95.25
08-09-2020,26.48,23.44,30.01,1.61,215.38,19.23,3.43,95.29
09-09-2020,26.79,23.14,30.64,1.66,105.06,19.17,1.36,95.23
10-09-2020,26.03,23.45,29.35,1.46,165.31,19.1,5.64,95.01
11-09-2020,25.51,23.07,28.11,0.74,129.75,19.1,22.08,94.98
12-09-2020,26.2,22.62,30.26,2.15,110.06,18.98,2.3,95.13
13-09-2020,26.11,23.36,29.93,1.59,257.5,19.41,6.5,95.17
14-09-2020,26.15,23.55,29.9,2.49,261.25,19.53,13.03,95.11
15-09-2020,26.17,23.49,29.69,2.27,295.81,19.35,6.82,95.11
16-09-2020,26.01,23.46,29.53,2.41,274.69,19.59,1.74,95.13
17-09-2020,26.89,23.5,30.62,1.91,305.56,20.26,2.29,95.13
18-09-2020,26.51,24.3,29.6,4.06,275.75,20.26,7.34,95.05
19-09-2020,26.14,24.08,29.46,3.91,314.62,20.2,12.6,94.89
20-09-2020,25.06,23.55,27.23,2.97,210.75,19.17,13.7,94.75
21-09-2020,25.12,23.51,27.4,2.18,150.44,19.35,4.65,94.61
22-09-2020,26.12,23.22,29.37,1.2,203.12,18.98,16.75,94.69
23-09-2020,25.76,22.58,30.13,4.96,210.81,19.17,3.08,94.77
24-09-2020,25.94,23.56,29.53,4.24,299,19.41,1.2,95.15
25-09-2020,26.33,23.43,30.42,1.94,251,19.23,0.5,95.21
26-09-2020,25.24,23.32,27.72,2.72,304.88,18.49,0.76,95.19
27-09-2020,24.3,21.44,28,3.16,308.62,17.09,0.41,95.4
28-09-2020,24.55,21.13,29.26,3.68,331.19,16.85,0.06,95.46
29-09-2020,24.55,20.98,29.22,3.79,333.75,16.85,0.21,95.36
30-09-2020,24.12,21.64,27.65,3.44,250.5,17.21,1.3,95.28
01-10-2020,24.26,21.34,28.17,3.09,318.38,17.27,5.29,95.32
02-10-2020,24.92,21.36,29.83,4.04,324.81,17.58,1.05,95.31
03-10-2020,25.36,21.62,30.2,3.92,313.75,17.27,0,95.35
04-10-2020,24.87,21.56,29.85,3.81,325.56,16.91,0,95.4
05-10-2020,24.76,20.31,30.15,3.83,327.56,16.6,0,95.38
06-10-2020,24.6,20.7,29.43,3.01,188.81,15.44,0,95.37
07-10-2020,24.05,20.94,29.3,1.63,179.5,14.16,1.35,95.49
08-10-2020,24.35,19.76,29.25,2.59,136.56,16.24,1.1,95.44
09-10-2020,24.61,21.8,27.76,2.13,49.69,18.49,0.84,95.42
10-10-2020,24.98,22.49,28.37,1.83,258.81,18.49,2.18,95.34
11-10-2020,23.33,21.36,25.8,2.41,246.31,17.27,8.08,95.19
12-10-2020,24.84,21.44,28.58,2.4,130.19,18.25,10.6,95.03
13-10-2020,25.12,22.24,28.95,2.77,66.31,18.49,7.07,94.99
14-10-2020,24.63,22.8,27.69,5.29,41.25,18.62,8.34,94.95
15-10-2020,25.48,23.26,29.12,4.88,84.31,18.86,1.58,94.97
16-10-2020,25.17,23.07,28.47,2.91,117,18.62,1.17,95.06
17-10-2020,24.92,21.89,28.22,2.34,120.38,18.25,1.47,95.21
18-10-2020,25.55,21.87,29.77,2.17,95.19,18.68,0.36,95.31
19-10-2020,25.98,21.84,30.44,2.05,51.75,18.07,0.12,95.32
20-10-2020,25.89,22.19,30.16,2.3,104.69,18.19,0.87,95.31
21-10-2020,25.47,22.41,29.56,2.19,70.88,17.82,1.4,95.38
22-10-2020,25.44,22.01,29.8,1.85,73.12,17.09,3.39,95.29
23-10-2020,25.22,20.73,30.5,1.28,163,15.5,0.81,95.32
24-10-2020,25.4,21.21,30.34,1.16,98.44,15.56,0.06,95.45
25-10-2020,23.97,21.75,26.85,1.7,125.94,16.11,0.05,95.68
26-10-2020,24.41,21.53,28.73,1.35,80.44,15.32,0.06,95.8
27-10-2020,23.4,18.27,28.83,1.66,30.5,12.51,0.01,95.75
28-10-2020,22.77,18.01,28.54,1.62,117.19,11.66,0,95.82
29-10-2020,22.86,18.89,28.51,1.53,63.94,11.84,0,95.84
30-10-2020,22.62,17.26,28.65,2.11,41.12,12.63,0,95.8
31-10-2020,22.65,18.27,28.23,2.16,61.31,13,0,95.8
01-11-2020,22.3,18.49,28.07,1.93,53.62,12.27,0,95.87
02-11-2020,21.69,17.45,27.86,2.47,67,11.35,0,95.97
03-11-2020,21.42,17.05,28.25,2.55,38.81,11.17,0,95.99
04-11-2020,21.09,15.73,28,2.3,40.12,10.19,0,95.93
05-11-2020,20.69,15.87,27.75,2.16,71.19,9.77,0,95.97
06-11-2020,19.46,13.69,26.91,2.74,70.06,9.16,0,96.14
07-11-2020,19.05,13.1,27.07,3.07,68.81,10.01,0,96.21
08-11-2020,18.25,11.94,26.56,3.01,74.12,9.09,0,96.25
09-11-2020,17.87,12.48,26.08,2.59,74.81,9.09,0,96.11
10-11-2020,17.5,12.62,25.44,2.73,77.69,8.48,0,95.92
11-11-2020,17.66,11.26,25.92,2.68,69.62,8.97,0,95.99
12-11-2020,20.48,12.65,27.81,3.1,65.94,13.49,0,96.03
13-11-2020,23.21,18.48,28.82,2.48,83.56,15.75,0,95.98
14-11-2020,22.67,17.73,29.41,2.88,92.88,13.85,0,95.86
15-11-2020,22.45,16.68,29.83,3.04,104.88,13.61,0,95.88
16-11-2020,23.18,16.66,30.08,2.46,108.25,14.47,0,95.89
17-11-2020,23.63,19.47,29.52,2.73,109.75,14.59,0,95.8
18-11-2020,23.73,18.05,30.31,2.52,168.12,13.73,0,95.72
19-11-2020,24.42,18.9,30.63,2.39,187.62,14.71,1.29,95.73
20-11-2020,23.6,19.66,28.35,2.37,199.75,15.2,2.04,95.81
21-11-2020,22.26,17.4,28.72,2.69,29.38,13.06,0,95.9
22-11-2020,20.23,15.15,27.77,2.62,73.12,11.11,0,96.01
23-11-2020,20.08,13.32,28.61,2.3,105.81,10.25,0,96
24-11-2020,19.6,13.74,28.3,3.02,89.06,8.97,0,95.96
25-11-2020,18.95,11.57,27.8,3.36,84.62,9.09,0,95.91
26-11-2020,20.51,14.65,27.62,3.62,75.94,11.47,0,95.95
27-11-2020,19.77,15.26,25.83,4.36,65.44,11.54,0,96.13
28-11-2020,20.97,16.04,28.08,4.37,72.88,11.29,0,96.16
29-11-2020,21.73,15.23,29.62,3.04,90.81,11.66,0,96.09
30-11-2020,22.21,16.26,29.98,2.62,70.5,12.02,0,96.06
01-12-2020,21.36,15.92,29.22,2.88,86.69,11.54,0,96.08
02-12-2020,20.42,14.37,28.87,2.73,86.06,9.7,0,95.99
03-12-2020,20.11,13.2,29.28,2.66,97.25,8.54,0,95.92
04-12-2020,19.69,12.58,29.6,2.84,91.69,8.36,0,95.83
05-12-2020,19.62,12.74,29.33,3.2,99.31,7.81,0,95.89
06-12-2020,19.26,11.63,29.45,3.32,94,7.69,0,96.03
07-12-2020,19.69,12.31,29.94,3.04,88.94,8.12,0,96.17
08-12-2020,19.69,12.01,29.9,2.98,104.81,8.18,0,96.15
09-12-2020,20.17,13.15,29.87,2.66,110.19,8.36,0,96.01
10-12-2020,20.91,14.51,29.76,2.84,108.5,8.54,0,95.91
11-12-2020,21.62,15.73,29.02,2.47,118.62,10.68,0.02,95.89
12-12-2020,21.83,16.18,29.38,2.7,118.44,10.86,0.05,95.87
13-12-2020,21.16,16.37,27.23,2.88,107.25,11.47,0.07,95.78
14-12-2020,21.87,17.05,28.44,2.89,112.94,11.96,0.07,95.79
15-12-2020,21.98,16.7,27.83,2.88,128.94,11.96,0.15,95.94
16-12-2020,22.4,15.91,29.85,2.32,133.12,11.78,0,96.05
17-12-2020,21.02,15.78,28.35,2.3,96.25,11.29,0,96.08
18-12-2020,19.94,13.75,27.69,2.37,52.69,10.38,0,96.09
19-12-2020,18.51,12.78,26.17,2.88,69.81,8.85,0,96.2
20-12-2020,16.83,9.75,26.7,3.5,79.94,5.86,0,96.26
21-12-2020,16.8,10.73,26.27,2.91,72.88,5.25,0,96.08
22-12-2020,16.69,9.46,26.92,2.97,95.19,5.19,0,95.96
23-12-2020,17.13,10.17,27.57,2.59,110.31,5.68,0,95.84
