Date,Temp_Min,Temp_Max,Temp,WS,WD,HUM,PRE,SP
28-08-2020,23.36,27.25,25.04,4.41,251.25,18.92,15.66,97.77
29-08-2020,23.65,30.25,26.44,3.73,248.94,19.41,1.67,97.81
30-08-2020,23.58,30.63,26.84,3.06,222.94,19.35,0.47,97.95
31-08-2020,23.46,31.12,27.68,1.96,251,19.17,0.02,98.08
01-09-2020,24.37,30.67,27.31,2.47,311.38,19.65,0.01,98.1
02-09-2020,23.69,29.08,26.33,2.64,133.5,19.17,5.32,98.14
03-09-2020,23.19,31.48,27.61,0.95,132.88,18.62,0.05,98.18
04-09-2020,24.04,31.73,28.05,1.11,136.38,19.47,1.53,98.14
05-09-2020,24.48,31.95,28.34,1.33,224.94,19.53,3.14,98.04
06-09-2020,24.73,30.72,27.73,1.46,213.56,19.65,3.47,97.97
07-09-2020,24.43,31.01,27.63,1.54,219.44,19.71,5.31,98.03
08-09-2020,24.91,31.18,28.15,0.81,171.75,19.23,0.5,98.05
09-09-2020,24.75,31.45,28.5,0.98,161.25,19.59,1.58,97.98
10-09-2020,24.75,30.64,27.63,1.62,221.62,20.57,10.83,97.72
11-09-2020,25.07,30.78,27.34,2.09,229.25,21,5.76,97.68
12-09-2020,24.7,29.91,27.07,1.52,158.81,19.96,1.92,97.92
13-09-2020,24.44,30.16,27.02,1.68,76.5,20.14,4.45,97.92
14-09-2020,23.94,31.15,27.45,2.45,36.75,20.32,8.83,97.83
15-09-2020,24.6,31.12,27.58,2.17,36.44,20.69,3.3,97.8
16-09-2020,24.39,31.19,27.92,1.48,62.25,20.14,1.35,97.84
17-09-2020,25.15,31.2,28.3,1.21,117.69,20.2,2.26,97.85
18-09-2020,25.19,31.68,28.7,1.14,163.62,20.32,8.9,97.73
19-09-2020,25.34,31.54,27.99,1.54,137.75,20.69,2.01,97.55
20-09-2020,24.2,27.3,25.54,1.21,196.5,19.47,14.28,97.44
21-09-2020,24.1,28.21,26.02,2.35,254.06,20.08,11.67,97.33
22-09-2020,24.23,30.09,27.21,1.35,236.81,19.71,21.81,97.42
23-09-2020,23.98,30.18,26.82,4.15,200.25,20.08,3.23,97.62
24-09-2020,23.8,29.42,26.34,4.29,239.44,20.02,1.48,97.89
25-09-2020,24.19,30.84,27.43,2.09,303.44,20.08,0.92,97.92
26-09-2020,24.1,30.79,27.26,1.77,322.5,18.86,3.21,97.88
27-09-2020,23.04,30.22,26.46,2.56,292.06,18.92,0.89,98.07
28-09-2020,23.15,30.4,26.4,2.9,330.31,19.17,1.09,98.12
29-09-2020,23.12,30.06,26.45,2.73,337.75,19.29,4.23,98.02
30-09-2020,23.78,28.21,25.75,2.52,225.56,19.1,1.52,97.93
01-10-2020,22.89,29.11,25.55,3.43,313.69,18.55,0.09,97.95
02-10-2020,21.69,30.75,26.08,2.66,243.81,17.33,0.07,97.96
03-10-2020,21.39,30.03,25.44,2.46,187.06,16.97,0,98
04-10-2020,21.03,30.25,25.17,2.85,342.19,16.6,0.03,98.06
05-10-2020,19.89,29.55,24.33,3.47,333.94,16.05,0.21,98.02
06-10-2020,20.33,28.37,23.31,3.13,202.56,15.5,0.53,98.09
07-10-2020,19.3,25,21.94,3.58,284.88,15.2,16.31,98.24
08-10-2020,21.23,30.47,25.58,2.55,107.31,18.62,1.39,98.16
09-10-2020,23.85,29.02,26.25,1,145.88,19.96,5.16,98.18
10-10-2020,24.12,29.68,26.56,1.48,291.12,19.78,2.13,98.08
11-10-2020,24.03,29.75,26.26,2.02,77.88,19.47,5.34,97.89
12-10-2020,23.25,29.88,26.18,2.59,67.69,19.04,2.14,97.78
13-10-2020,23.44,29.54,26,4.07,33.69,19.59,9.42,97.67
14-10-2020,24.13,29.3,26.3,4.7,55,20.08,5.07,97.67
15-10-2020,23.66,29.36,26.08,2.74,96.38,19.29,1.45,97.82
16-10-2020,22.79,29.89,25.98,1.93,91.62,19.04,2.83,97.9
17-10-2020,23.65,29.85,26.22,1.85,78.75,19.53,4.56,97.97
18-10-2020,23.42,30.83,26.88,1.96,83.62,19.35,0.22,98.07
19-10-2020,23.03,30.84,26.7,2.46,51.25,19.04,0.44,98.05
20-10-2020,23,30.83,26.39,2.62,53.06,18.62,0.44,98.05
21-10-2020,21.19,30.5,25.48,2.62,30.88,17.33,0.06,98.12
22-10-2020,20.87,30.84,25.49,2.48,22.88,17.21,0,98.03
23-10-2020,18.77,30.28,24.51,2.47,199.62,14.95,0,98.08
24-10-2020,21.26,30.71,25.36,1.55,96.06,15.81,0,98.25
25-10-2020,20.59,30.09,24.7,2.05,68.19,15.38,0,98.47
26-10-2020,19.85,29.39,24.48,1.8,57.25,14.71,0.18,98.59
27-10-2020,19.13,29.14,24.14,1.54,58.31,13.98,0.04,98.56
28-10-2020,18.76,29.05,23.69,1.3,55,13.49,0,98.62
29-10-2020,19.19,28.6,23.47,1.89,44,14.16,0,98.63
30-10-2020,18.79,28.73,22.95,2.7,31.44,13.92,0,98.59
31-10-2020,16.37,27.4,21.46,2.62,26.38,11.96,0,98.59
01-11-2020,15.66,27.83,21.42,2.66,14.75,13.06,0,98.65
02-11-2020,16.4,28.23,21.83,2.97,20.25,13.55,0,98.74
03-11-2020,16.56,27.81,21.07,3.07,16.88,12.15,0,98.77
04-11-2020,13.82,27.54,20.13,2.62,96.75,10.07,0,98.73
05-11-2020,13.05,27.52,19.79,2.46,12.31,9.22,0,98.79
06-11-2020,13.62,28.39,20.44,2.83,36.88,11.84,0,98.95
07-11-2020,14.17,27.32,19.87,3.03,37.38,10.8,0,99.04
08-11-2020,12.72,27.06,19.15,2.8,42.25,10.19,0,99.08
09-11-2020,11.84,26.04,18.33,2.58,34.75,9.58,0,98.94
10-11-2020,11.4,25.99,18.12,2.62,49.38,9.7,0,98.76
11-11-2020,12.67,28.12,20.65,2.64,43.75,12.76,0,98.79
12-11-2020,19.79,29.42,24.08,2.75,71.19,15.99,0,98.84
13-11-2020,19.9,30,24.04,2.69,72.25,15.14,0,98.81
14-11-2020,18.25,30.1,23.28,2.61,74.19,14.1,0,98.69
15-11-2020,16.89,30.29,22.96,2.68,90.81,13.43,0,98.74
16-11-2020,18.31,30.98,24.08,2.32,82.56,14.77,0,98.72
17-11-2020,19.08,30.4,24.01,2.17,87.31,14.59,0,98.64
18-11-2020,19.37,30.75,24.42,2.31,176.12,14.83,0,98.6
19-11-2020,19.17,31.1,24.9,1.72,180.94,14.83,0.1,98.59
20-11-2020,20.38,28.43,24.29,1.57,186.19,15.87,2.03,98.63
21-11-2020,18.26,28.38,23.08,2.94,36.88,14.53,0.15,98.73
22-11-2020,14.06,27.48,19.69,3.18,42.31,10.13,0.01,98.89
23-11-2020,11.77,28.37,19.01,2.79,51.69,9.09,0,98.89
24-11-2020,11.85,28.49,19.1,3.06,51.19,9.16,0,98.83
25-11-2020,12.73,28.59,20.36,3.23,52.62,10.62,0,98.77
26-11-2020,16.14,27.05,20.75,3.39,64.44,12.08,0.21,98.84
27-11-2020,15.48,27.33,20.76,4.2,61.62,11.6,0.13,98.97
28-11-2020,16.31,29.47,21.62,3.96,58.75,10.86,0.01,99.02
29-11-2020,15.15,30.16,21.83,2.5,63.19,11.23,0,98.96
30-11-2020,16.44,30.54,22.31,2.65,59.38,12.21,0,98.9
01-12-2020,14.71,29.87,21.23,2.65,58.25,11.05,0,98.94
02-12-2020,13.87,29.49,20.76,2.54,47.75,10.5,0,98.83
03-12-2020,13.51,29.92,20.44,2.3,62.25,9.58,0,98.76
04-12-2020,12.92,30.27,20.23,2.3,63.94,9.28,0,98.67
05-12-2020,12.62,30.01,19.85,2.7,70.31,8.67,0,98.75
06-12-2020,12.29,30.37,19.81,2.9,67.19,8.73,0,98.89
07-12-2020,12.58,30.87,20.24,2.66,62.38,9.16,0,99.03
08-12-2020,13.13,30.53,20.33,2.24,69.81,9.16,0,99.02
09-12-2020,13.05,30.03,20.33,2.22,63.44,9.46,0,98.87
10-12-2020,14.02,29.8,20.58,2.17,78.19,9.58,0,98.79
11-12-2020,14.84,30.49,21.58,1.66,94.81,10.01,0,98.78
12-12-2020,15.48,29.93,21.76,2.08,88.19,10.5,0,98.75
13-12-2020,15.9,29.7,22,2.3,64.19,10.5,0,98.65
14-12-2020,17.2,28.92,22.12,2.26,83.44,11.6,0.03,98.69
15-12-2020,16.91,29.4,22.61,2.02,100.62,12.15,0.02,98.84
16-12-2020,17.44,30.48,23.27,1.81,73.38,12.21,0,98.94
17-12-2020,16.73,29.71,22.25,2.59,83.38,11.6,0,98.93
18-12-2020,15.2,28.46,20.69,2.87,41,9.95,0,98.96
19-12-2020,13.33,28.04,19.08,3.09,50.62,8.36,0,99.08
20-12-2020,9.72,27.84,17.36,3.34,55.25,5.98,0,99.14
21-12-2020,8.79,27.45,16.86,2.6,44.19,5.62,0,98.95
22-12-2020,8.69,28.37,17.22,2.63,57.56,5.92,0,98.83
23-12-2020,9.66,28.69,17.74,2.29,68.56,6.41,0,98.72
24-12-2020,11.65,29.26,18.83,2.09,64.5,7.02,0,98.68
25-12-2020,10.56,29.31,18.58,3.01,64.38,6.9,0,98.81
26-12-2020,10.57,29.5,18.55,2.7,61.31,6.71,0,98.86
27-12-2020,10.88,29.95,19.12,2.34,110.06,6.96,0,98.75
28-12-2020,11.9,30.15,19.86,2.07,139.75,7.45,0,98.67
29-12-2020,13.08,30.04,20.45,1.97,78.38,8.18,0,98.7
30-12-2020,13.26,29.51,20.22,2.27,74.44,8.79,0,98.79
31-12-2020,12.88,29.01,19.83,2.83,55.56,8.67,0,98.86
01-01-2021,14.01,28.74,20.51,2.41,70.75,8.97,0.08,98.86
02-01-2021,15.48,29.93,21.91,1.92,111.25,10.19,0,98.8
03-01-2021,15.49,29.91,21.92,1.96,127.12,9.83,0,98.67
04-01-2021,15.4,30.49,21.61,2.29,127.12,9.03,0,98.66
05-01-2021,14.33,30.99,22.15,2.12,99.56,9.22,0,98.74
06-01-2021,16.69,31.64,23.75,1.55,116.94,10.38,0.28,98.63
07-01-2021,18.4,32.18,25.02,2.23,76.88,11.35,0.01,98.46
08-01-2021,20.42,32.07,25.45,2.61,99.31,11.6,0,98.43
09-01-2021,17.32,32.86,24.74,1.8,130,8.85,0,98.49
10-01-2021,17.95,33.36,25.02,1.3,102.69,8.48,0,98.58
11-01-2021,17.98,33.91,25.15,2.68,66.69,9.77,0,98.67
12-01-2021,17.93,32.9,24.59,2.5,47.69,10.8,0,98.73
13-01-2021,16.45,32,23.08,2.59,32.75,8.85,0,98.71
14-01-2021,14.26,31.87,21.75,2.95,48.75,6.47,0,98.68
15-01-2021,11.9,32.56,21.12,2.49,118.56,5.37,0,98.6
16-01-2021,13.62,32.3,21.85,2.71,59.62,5.43,0,98.48
17-01-2021,13.67,32.29,21.76,3.26,70.12,4.94,0,98.63
18-01-2021,13.36,31.88,21.65,2.59,83.25,6.04,0,98.72
19-01-2021,14.8,32.41,23.1,2.05,163.88,7.51,0,98.61
20-01-2021,17.2,32.75,24.55,1.92,174.81,9.16,0,98.6
21-01-2021,16.44,32.33,23.23,2.85,43.19,6.9,0,98.63
22-01-2021,13.22,31.94,21.44,2.98,56.94,5.49,0,98.68
23-01-2021,12.54,32.35,22.05,2.15,150.75,4.58,0,98.6
24-01-2021,14.37,33.5,23.57,2.05,148.81,6.53,0,98.61
25-01-2021,15.85,33.17,23.69,2.12,133.06,6.9,0,98.69
26-01-2021,14.84,33.12,23.19,2.23,119.38,6.16,0,98.65
27-01-2021,14.8,31.62,22.86,2.51,87.94,7.39,0,98.72
28-01-2021,16.55,31.83,24.23,2.66,135.19,9.58,0.13,98.73
29-01-2021,19.22,31.58,24.98,2.09,145.69,10.44,0.22,98.76
30-01-2021,16.15,30.39,22.32,3.7,44.94,5.68,0,98.85
31-01-2021,11.84,31.12,20.66,3.29,120.06,3.54,0,98.93
01-02-2021,11.73,30.8,20.08,3.21,52,3.05,0,99.11
02-02-2021,10.81,31.98,20.48,3.05,66.31,3.23,0,99.07
03-02-2021,12.48,32.29,21.44,2.62,88.88,3.48,0,98.95
04-02-2021,12.38,32.35,21.94,2.54,107.62,3.48,0,98.89
05-02-2021,13.11,32.58,22.44,2.45,137.44,4.7,0,98.74
06-02-2021,15.81,32.05,22.8,2.65,141.5,4.76,0,98.73
07-02-2021,13.78,30.7,21.19,3.74,30.19,4.39,0,98.92
08-02-2021,10.84,31.83,20.82,2.91,48.81,3.54,0,98.95
09-02-2021,12.95,32.58,22,2,59.31,3.23,0,98.81
10-02-2021,13.28,33.45,23.37,1.57,110.38,3.3,0,98.63
11-02-2021,14.82,33.78,23.51,2.31,86.88,3.42,0,98.56
12-02-2021,14.4,33.59,23.78,2.13,99.56,6.04,0,98.62
13-02-2021,16.73,34.33,25.34,2.35,145.19,7.57,0,98.64
14-02-2021,18.21,34.05,26,2.14,116,7.39,0,98.65
15-02-2021,18.64,34.26,26.41,2.26,138.56,7.02,0,98.53
16-02-2021,19.07,34.83,26.49,3.13,147.81,6.65,0.01,98.45
17-02-2021,19.52,33.19,25.75,2.84,110,7.69,0.15,98.53
18-02-2021,19.97,31.43,24.9,2.61,79.69,9.09,1.59,98.85
19-02-2021,18.26,28.78,23.23,2.79,65.38,9.58,1.75,99
20-02-2021,17.18,32.3,24.48,3.66,57.56,9.03,0.05,98.94
21-02-2021,18.66,33.25,25.12,3.21,56.75,8.12,0,98.93
22-02-2021,16.92,34.04,24.96,2.62,53.81,6.29,0,98.9
23-02-2021,16.19,35.38,25.73,2.73,51.69,4.88,0,98.7
24-02-2021,16.87,36.03,26.65,2,49.38,4.21,0,98.56
25-02-2021,20.9,37.19,28.4,1.49,255.62,3.97,0,98.49
26-02-2021,17.65,37.53,27.46,3.34,334.81,5.13,0,98.3
27-02-2021,17.55,38.1,27.97,2.8,173.62,4.15,0,98.25
28-02-2021,21.57,37.9,29.51,1.51,189.31,4.58,0,98.34
01-03-2021,22.74,38.99,30.57,1.9,164.94,5.25,0,98.53
02-03-2021,19.48,38.17,28.49,3.29,18.75,4.15,0,98.64
03-03-2021,16.54,37.26,26.83,3.37,37.94,3.05,0,98.6
04-03-2021,16.85,37.97,27.85,1.9,61.44,3.11,0,98.59
05-03-2021,17.8,38.01,28.26,2.76,249,3.17,0,98.58
06-03-2021,17.84,38.57,28.32,2.62,178.38,3.3,0,98.59
07-03-2021,18.37,38.36,28.58,2.25,99.81,3.3,0,98.52
08-03-2021,18.99,38.19,28.94,2.26,130.12,4.64,0,98.57
09-03-2021,20.43,38.28,29.48,2.41,145,6.47,0,98.59
10-03-2021,22.45,38.55,30.26,2.53,164.31,7.32,0,98.56
11-03-2021,22.39,39.2,30.31,3.21,158.25,6.04,0,98.54
12-03-2021,21.19,38.64,29.89,2.99,150.19,5.98,0,98.68
13-03-2021,20.57,37.23,28.9,2.62,92.19,6.71,0.39,98.73
14-03-2021,20.62,37.79,29.19,2.51,86.06,7.14,0,98.56
15-03-2021,21.72,38.2,29.94,2.3,135.75,7.08,0,98.43
16-03-2021,22.03,38.72,30.51,2.09,78.19,6.65,0,98.42
17-03-2021,22.74,38.73,30.74,2.41,129.69,6.53,0,98.33
18-03-2021,24.01,38.78,31.04,2.98,127.69,7.57,0.27,98.33
19-03-2021,23.33,37,30.1,2.02,151.5,8.48,2.8,98.37
20-03-2021,23.37,37.02,30.16,2.69,192.44,9.77,1.35,98.28
21-03-2021,24.15,38.13,30.59,1.98,132.94,8.61,1.13,98.26
22-03-2021,23.3,38.33,30.56,2.3,57.06,8.06,0.01,98.43
23-03-2021,22.49,38.92,30.7,2.27,132.25,8.18,0.72,98.51
24-03-2021,23.9,39.15,30.92,2.91,176.81,8.24,1.03,98.52
25-03-2021,23.35,38.79,31.38,2.91,145.94,7.08,0,98.4
26-03-2021,21.63,39.31,30.51,3.63,113.25,5.98,0,98.37
27-03-2021,20.44,40.21,30.73,2.69,153.12,4.46,0,98.27
28-03-2021,21.61,40.98,31.75,2.13,198,4.58,0,98.16
29-03-2021,24.84,41.88,33.4,1.36,236.88,4.64,0,98.07
30-03-2021,22.54,42.52,32.3,4.1,288.06,4.21,0,97.87
31-03-2021,22.08,42.33,32,4.71,314.25,4.21,0,97.74
