Date,Temp_Min,Temp_Max,Temp,WS,WD,HUM,PRE,SP
04-01-2017,10.01,28.58,18.53,2.25,38,6.96,0,98.87
05-01-2017,12.19,29.23,19.4,2.4,64.06,6.9,0,98.81
06-01-2017,11.46,30.37,20.05,2.12,99.44,5.98,0,98.67
07-01-2017,11.74,30.39,20.61,3.02,178.06,6.29,0,98.45
08-01-2017,13.11,30.09,21.04,2.84,166,8.06,0,98.42
09-01-2017,14.4,29.74,22.1,3.13,167.44,9.16,0.05,98.46
10-01-2017,15.5,28.97,21.43,2.47,186.25,8.36,0.02,98.58
11-01-2017,11.61,27.54,18.96,2.6,103.44,6.71,0,98.75
12-01-2017,9.55,26.32,17.33,2.77,106.62,5,0,98.72
13-01-2017,8.82,27.66,17.36,2.76,99,4.88,0,98.77
14-01-2017,8.75,28.29,17.76,2.58,75.69,5.37,0,98.89
15-01-2017,11.35,30.52,19.73,2.7,65.19,5.13,0,98.97
16-01-2017,12.06,30.26,20.65,2.02,74,5.31,0,98.91
17-01-2017,14.76,30.85,21.75,1.73,102.06,6.41,0,98.85
18-01-2017,14.3,31.28,21.8,2.73,110.75,6.59,0,99
19-01-2017,13.61,31.01,21.38,2.7,89.38,7.14,0,99.09
20-01-2017,12.71,30.98,21.13,2.98,67.31,7.08,0,99.1
21-01-2017,13.36,32.55,22.39,2.23,86.62,7.32,0,99.1
22-01-2017,15.27,32.92,23.38,2.53,54.69,7.39,0,99.17
23-01-2017,15.69,33.05,23.44,2.93,65.44,6.9,0,99.11
24-01-2017,14.51,32.91,22.79,2.88,82.69,6.53,0,99.06
25-01-2017,13.92,32.06,22.21,2.2,96.75,6.47,0,99.08
26-01-2017,14.67,31.64,22.64,2.38,119.12,6.96,0,98.97
27-01-2017,16.77,33.82,24.66,2.05,170.25,7.45,0,98.83
28-01-2017,15.33,31.26,22.45,3.34,25,6.96,0,98.94
29-01-2017,12.41,32.33,22.12,2.31,33.12,4.88,0,98.98
30-01-2017,14.12,34.11,23.44,1.88,67.19,4.64,0,98.81
31-01-2017,14.91,34.15,24.08,1.74,161.44,4.52,0,98.69
01-02-2017,15.32,33.84,24.04,1.81,79.19,4.94,0,98.77
02-02-2017,15.08,33.7,23.6,2.44,89.56,6.04,0,98.96
03-02-2017,14.61,32.8,23.33,2.3,86.38,6.29,0,98.92
04-02-2017,14.85,34.68,24.03,2.39,84,5.31,0,98.75
05-02-2017,14.4,34.62,24.24,2.34,160.06,5,0,98.65
06-02-2017,15.88,34.43,24.59,2.18,265.62,5.31,0,98.65
07-02-2017,15.14,33.51,24.04,2.55,107.25,5.19,0,98.7
08-02-2017,16.25,34.71,25.29,1.81,54.75,5.31,0,98.74
09-02-2017,15.83,35.33,25.83,1.84,159.62,5.07,0,98.6
10-02-2017,16.9,34.08,25.55,1.54,76.75,5.43,0,98.56
11-02-2017,16.88,34.07,25.24,3.02,134.44,6.9,0,98.63
12-02-2017,17.87,33.64,25.6,2.63,144.56,7.93,0,98.89
13-02-2017,18.9,33.59,25.75,2.89,107.38,8.67,0,99.09
14-02-2017,18.83,34.19,25.98,2.85,86.38,8.42,0,99.22
15-02-2017,17.82,34.78,25.95,2.41,67.88,6.96,0,99.22
16-02-2017,16.3,35.47,25.88,2.43,47,5.19,0,99.03
17-02-2017,16.11,35.44,26.04,3.23,46.62,5.07,0,98.91
18-02-2017,16.69,37.21,26.88,3.25,35.81,5.19,0,98.9
19-02-2017,17.01,36.48,27.17,2.13,68,4.58,0,98.75
20-02-2017,19.54,38.23,28.93,1.38,279.12,3.85,0,98.37
21-02-2017,19.19,37.79,28.99,1.61,237.75,4.03,0,98.25
22-02-2017,18.14,37.82,28.19,2.4,301.25,4.09,0,98.4
23-02-2017,17.79,38.51,27.89,2.38,213.44,4.15,0,98.57
24-02-2017,16.53,36.17,25.74,3.81,30.88,2.69,0,98.81
25-02-2017,14,35.65,25.06,3.12,79.69,2.08,0,98.8
26-02-2017,15.15,37.15,27.01,2.7,55,2.56,0,98.55
27-02-2017,18.98,37.65,28.06,1.91,86,3.23,0,98.63
28-02-2017,15.95,37.83,27.03,3.09,58.62,3.42,0,98.7
01-03-2017,16.67,37.83,27.59,2.31,104.62,3.78,0,98.6
02-03-2017,17.8,37.73,27.8,2.98,169.31,4.52,0,98.41
03-03-2017,20.65,38.07,28.83,4.23,180,5.37,0,98.15
04-03-2017,19.32,37.92,28.31,4.7,199.38,4.7,0,98.1
05-03-2017,18.7,37.62,28.25,2.09,177.38,6.16,0,98.14
06-03-2017,19.5,37.19,28.03,3.6,41.38,4.76,0,98.2
07-03-2017,19.97,37.83,29.13,3.21,137.25,7.75,3.56,98.06
08-03-2017,21.67,36.98,28.4,3.56,242.88,7.87,3.67,98.03
09-03-2017,20.09,36.58,28.49,1.96,248.19,6.9,0,98.02
10-03-2017,21.94,37.12,28.94,3.93,246.31,6.59,0.41,97.94
11-03-2017,20.85,35.81,27.87,4.3,287.31,6.71,0,98.18
12-03-2017,17.55,34.66,25.63,3.48,323.94,3.54,0,98.46
13-03-2017,14.1,35.52,25.07,2.74,124.19,3.23,0,98.56
14-03-2017,16.28,36.01,26.21,2.65,50.88,4.21,0,98.58
15-03-2017,18.66,36.67,27.36,2.88,107.44,5.07,0,98.59
16-03-2017,19.6,35.61,27.33,2.88,151.81,8.54,7.6,98.49
17-03-2017,21.24,36.54,27.73,3.27,246.5,10.86,3.5,98.3
18-03-2017,17.92,37.06,27.6,2.09,214.44,6.65,0,98.38
19-03-2017,19.65,37.85,28.62,3.49,271.94,7.32,0,98.39
20-03-2017,19.95,36.73,28.3,3.36,123.25,7.32,0,98.5
21-03-2017,17.39,37.51,28.11,2.93,57.38,4.88,0,98.65
22-03-2017,20.58,39.22,30.26,1.3,143.5,4.76,0,98.54
23-03-2017,21.27,40.19,30.89,1.81,168.75,5.43,0,98.39
24-03-2017,22.91,41.62,32.82,1.88,152.62,6.35,0,98.29
25-03-2017,23.92,42.13,33.69,1.74,293.88,6.23,0,98.31
26-03-2017,25.04,42.31,33.87,1.65,151,5.74,0,98.35
27-03-2017,24.41,41.72,33.33,1.95,164.69,6.65,0,98.37
28-03-2017,25.28,42.34,33.73,1.72,182.81,6.16,0,98.36
29-03-2017,23.75,43.38,33.79,2.3,225.94,6.23,0,98.21
30-03-2017,24.98,43.37,34.51,3.09,208.19,7.2,0,98.25
31-03-2017,25.74,44.2,35.11,2.34,195.38,6.84,0,98.29
01-04-2017,26.06,44.05,35.23,3.09,234.19,6.77,0,98.12
02-04-2017,27.26,43.16,35,2.08,265.31,6.47,0,98
03-04-2017,26.35,42.94,34.77,2.15,238.62,6.16,0,98.12
04-04-2017,26.76,42.82,34.7,3.95,216.5,8.36,0,98.16
05-04-2017,27.17,43.05,34.83,3.49,239.69,8.42,0,98.06
06-04-2017,25.09,43.13,34.87,2.22,248.38,6.41,0,97.99
07-04-2017,26.64,43.36,34.83,3.12,257.75,6.59,0,98.06
08-04-2017,24.73,43.34,34.08,2.95,312.06,4.39,0,98.12
09-04-2017,23.29,43.39,33.78,3.1,281.81,2.81,0,98.14
10-04-2017,22.24,42.57,32.22,3.88,64,2.26,0,98.13
11-04-2017,20.66,42.3,32.58,3.1,106.31,1.95,0,98.17
12-04-2017,21.98,42.83,33.41,2.28,107.44,2.32,0,98.14
13-04-2017,24.41,43.6,34.33,1.66,176.56,2.62,0,98.09
14-04-2017,23.86,44,34.05,3.01,180.69,4.64,0,97.95
15-04-2017,24.63,44.3,34.39,3.33,149.5,6.1,0,97.77
16-04-2017,25.23,46.24,35.78,3.16,299.5,3.85,0,97.68
17-04-2017,25.06,45.55,35.82,3.12,153.94,4.39,0,97.87
18-04-2017,26.38,45.9,36.44,2.37,281.19,4.15,0,97.85
19-04-2017,27.48,44.99,36,2.37,279.44,4.46,0,97.81
20-04-2017,25.69,45.44,35.69,3.12,291.12,4.21,0,97.79
21-04-2017,26.3,45.21,35.65,3.79,286.5,5.25,0.01,97.82
22-04-2017,27.27,45.08,35.83,4.68,297.19,5.07,0,97.88
23-04-2017,26.92,43.93,35.15,4.65,296.56,5.49,0,97.94
24-04-2017,26.35,42.94,34.41,5.39,301.44,5.19,0,98.04
25-04-2017,25.54,43.04,34.33,5.22,301.62,5.31,0,98.04
26-04-2017,27.47,42.96,34.99,3.73,311.88,5.49,0,98.05
27-04-2017,26.74,44.01,35.65,3.8,320.19,4.76,0,98.1
28-04-2017,26.11,44.36,35.48,2.84,294.12,4.27,0,98.07
29-04-2017,27.8,44.22,36.1,3.42,286.31,5.25,0,98.08
30-04-2017,28.33,43.25,35.87,3,252.06,6.35,0.02,98.05
01-05-2017,29.08,42.24,35.24,3.41,220.19,7.87,0,98.14
02-05-2017,28.95,42.48,35.69,3.55,166.12,9.09,0,98.25
03-05-2017,28.47,43.24,36.25,3.59,167.81,9.52,0,98.2
04-05-2017,30.08,44.33,37.36,3.22,199.62,9.16,1.72,98.14
05-05-2017,29.98,45.94,38.21,2.96,240,7.32,0,98.03
06-05-2017,30.1,46.17,38.19,3.68,209.12,8.12,0.01,98.05
07-05-2017,29.52,44.12,36.8,5.11,157.94,10.74,0.03,98.18
08-05-2017,29.23,43.63,36.69,3.27,181.25,10.25,0.72,98.07
09-05-2017,30.06,41.69,35.94,2.59,195.88,9.77,0.45,97.96
10-05-2017,28.75,42.8,35.69,4.66,169.56,12.27,0.02,98.04
11-05-2017,28.58,43.15,35.97,4,176.94,11.9,0.02,98.09
12-05-2017,29.42,43.51,36.81,3.43,156.31,10.99,0.14,98.06
13-05-2017,30.3,45.33,38.05,3.11,239.31,11.47,10.47,97.87
14-05-2017,29.16,43.5,35.77,4.05,199.12,13.79,2.3,97.71
15-05-2017,29.26,45.59,37.48,3.72,268.62,13.06,1.56,97.55
16-05-2017,31.61,46,38.46,4.05,309.75,10.99,0,97.47
17-05-2017,31.01,45.76,38.23,5.91,297.31,9.09,0,97.53
18-05-2017,30.58,46.31,38.12,5.28,308.94,7.69,0,97.61
19-05-2017,30.35,46.41,38.4,5.18,317.56,6.96,0,97.7
20-05-2017,28.73,46.02,37.49,4.91,312.38,6.47,0.01,97.66
21-05-2017,29.87,45.61,37.73,5.12,313.75,6.47,0,97.6
22-05-2017,29.55,45.23,37.7,4.93,315.69,7.81,0,97.68
23-05-2017,29.32,45.94,37.89,3.8,324.69,7.63,0,97.69
24-05-2017,30.05,46.2,38.89,2.1,126.81,7.69,0,97.62
25-05-2017,31.87,46.2,39.23,2.75,230.88,9.7,0,97.48
26-05-2017,32.63,45.43,38.85,3.79,143.62,12.82,0.08,97.49
27-05-2017,32.42,47.12,38.9,4.72,214.31,12.7,4,97.38
28-05-2017,28.65,43.94,36.11,4.19,218,15.08,9.84,97.51
29-05-2017,27.35,40.59,33.87,2.86,246.56,16.66,0.53,97.44
30-05-2017,29.5,41.33,35.35,3.95,253.88,16.11,0.32,97.31
31-05-2017,27.73,39.28,33.84,3.27,222.5,17.4,7.38,97.46
01-06-2017,29.79,41.16,35.35,1.23,216.19,17.46,1.38,97.55
02-06-2017,29.15,39.98,33.83,3.17,255.5,16.6,4.18,97.73
03-06-2017,29.38,41.15,35.51,1.89,194.81,16.91,0.02,97.72
04-06-2017,30.71,42.76,36.65,4,255.81,15.62,0,97.69
05-06-2017,32.49,43.94,37.2,5.51,284.5,15.69,0.71,97.63
06-06-2017,29.94,39.45,34.05,4.52,298.62,16.66,3.89,97.79
07-06-2017,27.14,36.2,31.36,4.45,296.94,17.27,1.09,97.86
08-06-2017,26.79,33.22,29.94,5.13,297.19,18.19,2.85,97.77
09-06-2017,26.75,37.05,31.37,5.5,285.12,17.76,6.37,97.6
10-06-2017,26.42,34.83,29.86,4.07,240,18.68,16.48,97.57
11-06-2017,25.75,33.33,29.25,3.16,246.75,19.53,6.37,97.54
12-06-2017,25.7,33.19,29.13,2.44,215.62,19.04,24.3,97.58
13-06-2017,24.79,35.01,29.44,2.53,167.06,18.68,6.01,97.62
14-06-2017,25.65,35.17,29.69,3.13,265,19.35,0.7,97.79
15-06-2017,25.52,35.12,29.08,5.61,265.56,18.86,10.42,97.78
16-06-2017,25.07,31.72,27.96,3.95,223.75,18.86,3.82,97.83
17-06-2017,24.5,33.75,28.67,3.35,226.31,17.64,0.83,97.81
18-06-2017,25.08,36.96,30.95,4.23,251.88,18.13,2.15,97.67
19-06-2017,25.95,37.46,31.31,4.59,249.31,17.82,0.65,97.55
20-06-2017,26.8,36.15,31.01,4.79,261.25,17.82,2.8,97.57
21-06-2017,25.96,35.64,30.41,4.43,247.38,18.37,14.58,97.62
22-06-2017,25.9,35.61,30.28,4.64,264.31,18.8,10.71,97.7
23-06-2017,26.45,34.07,29.93,3.88,262.06,18.98,13.24,97.65
24-06-2017,25.32,35.45,30.15,3.77,260.44,18.74,3.35,97.42
25-06-2017,25.51,31.84,28.74,3.23,212.88,18.86,1.63,97.33
26-06-2017,25.03,31.38,27.79,4.66,234.12,19.29,25.43,97.51
27-06-2017,24.2,31.14,27.44,4.65,249.12,18.62,21.84,97.56
28-06-2017,24.16,33.47,28.13,4.62,239.38,18.55,11.79,97.59
29-06-2017,24.55,33.04,28.62,4.23,245.88,18.98,6.09,97.6
30-06-2017,24.9,32.4,28.13,4.41,250.94,19.41,14.87,97.53
01-07-2017,24.73,32.2,28.04,4.8,253.69,18.8,9.27,97.53
02-07-2017,24.33,33.73,28.49,5.11,253.88,18.92,11.83,97.57
03-07-2017,24.36,33.13,28.33,5.18,253.12,18.68,13.19,97.68
04-07-2017,24.25,32.21,27.55,5.04,267.75,18.25,4.15,97.71
05-07-2017,24.26,31.02,26.88,4.94,260.62,17.76,2.39,97.79
06-07-2017,23.95,33.21,28.42,4.27,278.56,18.55,0.09,97.75
07-07-2017,24.33,33.59,28.9,4.04,286.94,18.31,0.01,97.77
08-07-2017,24.9,34.39,29.19,4.69,279.12,17.76,0,97.72
09-07-2017,25.08,33.33,28.94,4.16,287.25,18.55,0.48,97.76
10-07-2017,25.17,31.65,27.77,3.07,281.12,19.1,11.37,97.92
11-07-2017,24.88,31.28,27.65,3.78,277.06,18.49,8.08,97.88
12-07-2017,24.05,32.26,27.73,4.51,279.25,18.13,2.85,97.77
13-07-2017,24.58,31.65,27.9,5.65,263.25,18.49,2.76,97.62
14-07-2017,24.87,31.55,27.44,4.47,258.12,19.29,24.23,97.54
15-07-2017,24.43,31.05,27.32,4.88,259.75,19.17,10.83,97.63
16-07-2017,24.11,31.05,26.98,4.93,263.06,18.55,3.18,97.62
17-07-2017,24.67,30.72,26.97,4.8,278.88,19.04,8.4,97.51
18-07-2017,24.8,28.26,26.17,5.79,285.75,20.32,65.24,97.32
19-07-2017,24.02,28.71,26.09,6.15,264.94,19.59,46.12,97.24
20-07-2017,24.03,29.79,27.01,5.26,234.62,20.45,127.68,97.29
21-07-2017,24.82,31.81,27.76,4.99,234.38,20.02,23.73,97.47
22-07-2017,24.08,32.4,27.97,5.5,232.5,19.29,1.71,97.57
23-07-2017,24.05,31.8,27.33,5.29,239.88,18.92,1.67,97.62
24-07-2017,23.85,30.9,27.08,5.36,242.25,18.92,3.58,97.61
25-07-2017,23.6,31.46,27.12,4.36,255.94,18.8,2.6,97.56
26-07-2017,23.73,31.53,27.3,5.06,264.94,18.8,8.44,97.59
27-07-2017,23.62,31.01,27,4.52,247.25,18.92,6.11,97.72
28-07-2017,23.61,31.71,27.55,3.92,240.56,19.1,1.13,97.84
29-07-2017,24.33,31.87,28,2.81,251.81,19.29,0.58,97.98
30-07-2017,24.72,32.46,28.15,3.3,290.94,18.98,0.32,97.96
31-07-2017,24.44,31.73,28.01,2.94,283,19.17,0.13,97.93
01-08-2017,24.64,32.19,28.45,2.84,286.12,19.41,0.53,97.95
02-08-2017,25.11,31.55,27.83,3.36,272.12,19.41,0.27,97.95
03-08-2017,24.83,31.96,27.77,3.86,273.62,18.86,0.54,97.79
04-08-2017,24.19,30.81,26.79,4.15,277.94,18.13,1.2,97.59
05-08-2017,23.81,29.36,26.19,3.51,284.94,18.55,0.75,97.59
06-08-2017,23.51,31.59,27.01,3.6,300.62,18.43,0.73,97.63
07-08-2017,23.62,29.33,26.34,2.56,258.38,18.92,26.3,97.74
08-08-2017,23.75,28.53,25.85,3.22,261.19,18.86,12.98,97.81
09-08-2017,22.94,30.88,26.61,3.28,252.06,18.74,4.96,97.88
10-08-2017,23.55,31.83,27.51,2.88,241.81,18.98,3.32,97.86
11-08-2017,24.05,32.08,27.81,3.29,257.75,19.1,0.86,97.89
12-08-2017,24.44,29.51,26.43,3.4,265,18.55,0.27,98.01
13-08-2017,23.8,30.21,26.5,3.09,253.81,18.37,4.65,98.12
14-08-2017,23.35,28.16,25.31,2.99,255.06,18.25,7.23,98.24
15-08-2017,22.49,30.83,26.65,3.02,270.62,18.43,1.59,98.1
16-08-2017,23.9,30.41,26.75,3.08,262.12,18.74,1.34,97.9
17-08-2017,24.19,30.8,26.79,3.15,290.25,18.86,2.93,97.68
18-08-2017,23.87,28.03,25.41,5.42,291,19.23,27.63,97.46
19-08-2017,24.45,31.37,27.31,4.39,187.56,20.75,31.11,97.32
20-08-2017,24.15,30.41,27.03,2.67,106.62,19.47,6.4,97.33
21-08-2017,21.88,28.7,25.15,3.68,179.88,17.4,2.03,97.56
22-08-2017,22.68,31.33,26.94,2.4,225,17.52,0.4,97.74
23-08-2017,23.17,31.65,27.29,2.71,285.88,18.92,2.24,97.87
24-08-2017,23.86,31.51,27.48,3.43,295.81,19.47,4.36,97.77
25-08-2017,24.64,30.15,26.81,3.99,291.94,19.71,10.26,97.54
26-08-2017,24.25,29.55,26.35,3.7,276,19.84,6.37,97.39
27-08-2017,24.19,29.75,26.65,3.2,259.88,20.2,2.05,97.28
28-08-2017,24.82,29.32,26.66,2.05,287.81,20.45,23.35,97.2
29-08-2017,23.74,29.95,26.33,4.81,177.19,19.35,24.54,97.31
30-08-2017,23.48,31.84,27.19,3.85,194.94,18.8,0.81,97.75
31-08-2017,23.46,31.75,27.62,2.65,254.06,19.23,0.02,98.01
01-09-2017,24.15,30.69,26.97,3.2,285,18.92,0.05,98.06
02-09-2017,22.6,31.08,26.94,2.3,275.56,18.07,0.06,98.05
03-09-2017,22.94,31.72,27.54,2.05,245.69,18.62,5.25,98.07
04-09-2017,23.66,31.6,27.55,2.48,300.44,19.47,1.38,98.14
05-09-2017,24.87,31.11,27.6,2.72,313.31,20.2,1.85,98.08
06-09-2017,24.9,31.46,28.02,1.72,228.5,20.14,7.81,98.04
07-09-2017,24.4,31.74,28.32,1.57,162.31,19.71,2.8,98.04
08-09-2017,24.58,31.76,28.13,1.18,212.75,19.65,1.25,98.09
09-09-2017,24.51,31.32,27.75,2.11,182.38,20.08,4.91,98.05
10-09-2017,24,31.62,27.76,1.74,136.06,19.47,0.24,98.12
11-09-2017,24.38,31.51,28,1.68,82.94,20.02,0.46,98.21
12-09-2017,24.6,31.18,27.65,1.88,181.69,19.84,13.11,98.31
13-09-2017,24.47,29.79,26.76,2.31,213.19,19.84,9.93,98.26
14-09-2017,23.89,29.58,26.48,2.05,207.06,19.1,6.06,98.13
15-09-2017,23.45,30.18,26.81,1.74,232.75,19.1,14.46,97.97
16-09-2017,23.91,31.09,27.53,1.35,217.69,19.41,1.15,97.87
17-09-2017,24.28,30.87,27.38,1.41,205.56,19.84,20.18,97.84
18-09-2017,23.88,28.36,25.87,2.76,258.5,19.47,6.72,97.88
19-09-2017,24.05,29.67,26.38,2.7,254.38,19.47,7.16,97.84
20-09-2017,23.44,29.84,26.55,1.92,225.5,19.41,3.58,97.7
21-09-2017,23.76,30.57,26.73,2.54,229.44,19.59,8.18,97.7
22-09-2017,23.64,30.17,26.33,3.34,278,18.62,0.96,97.98
23-09-2017,22.58,31.81,27,2.48,296.12,18.43,0.01,98.23
24-09-2017,22.63,31.8,27.09,2.51,328.69,18.43,0.12,98.21
25-09-2017,23.19,31.56,27.1,2.72,233.06,18.92,1.13,98.05
26-09-2017,23.27,31.58,27.25,2.73,184.56,19.1,0.85,98.05
27-09-2017,23.5,31.7,27.32,2.69,149.31,19.04,0.29,98.06
28-09-2017,23.4,31.09,27.02,2.12,76.31,19.47,3.5,98
29-09-2017,23.83,31.03,27.12,1.66,81.44,18.55,3.26,98.01
30-09-2017,23.25,31.31,27.16,1.45,200.62,18.31,0.01,98.15
01-10-2017,23.04,31.69,27.21,1.65,210,18.31,0.55,98.12
02-10-2017,23.55,30.49,27.03,1.15,110.25,18.98,2.24,98.06
03-10-2017,23.24,31.13,27.13,2.1,146.31,18.37,1.08,98.11
04-10-2017,21.27,31.44,26.69,2.04,33.94,17.03,0.02,98.16
05-10-2017,21.87,30.27,26.26,1.8,140.56,18.55,5.67,98.07
06-10-2017,23.8,30.69,26.85,2.83,55.19,19.71,8.03,98.06
07-10-2017,23.34,30.53,27.05,1.6,89.06,19.23,6.84,98.06
08-10-2017,24.25,30.07,26.56,1.51,147.25,19.23,3.52,98.01
09-10-2017,23.76,29.14,26.15,1.86,119.5,19.47,9.07,98
10-10-2017,23.18,29.62,26.06,1.84,125.31,18.92,4.97,97.99
11-10-2017,22.98,30.3,26.56,1.39,172.06,18.68,3.13,98.05
12-10-2017,22.79,31.05,27.26,0.8,220.62,18.25,4.91,98.04
13-10-2017,23.88,31.01,27.61,0.91,210.12,18.68,2.03,97.99
14-10-2017,23.63,30.86,27.22,1.77,119.06,19.35,2.33,97.97
15-10-2017,23.65,31.65,27.26,1.97,78.94,18.98,2.02,98.06
16-10-2017,22.63,31.75,27.1,1.98,236.88,17.15,0,98.13
17-10-2017,20.05,32.17,26.08,2.35,249.56,15.2,0,98.12
18-10-2017,19.13,31.08,24.65,2.4,85,14.28,0,98.1
19-10-2017,17.82,30.37,24.6,2.2,190.88,15.08,0.3,98.03
20-10-2017,21.76,30.13,25.7,2.12,310.88,17.58,1.26,98.04
21-10-2017,22.47,31.41,26.8,1.5,244,19.04,0.69,98.08
22-10-2017,23.86,31.09,26.81,2.31,163.31,18.98,0.36,98.2
23-10-2017,22.51,31.35,26.49,1.52,208.69,16.36,0.02,98.39
24-10-2017,17.05,30.6,24.19,1.74,234.12,11.41,0,98.61
25-10-2017,18.69,30.81,24.56,1.24,145.25,10.56,0,98.78
26-10-2017,18.81,30.69,24.16,1.16,98.5,10.19,0,98.84
27-10-2017,18.59,30.85,24.32,1.54,72.75,11.35,0,98.72
28-10-2017,20.59,30.82,24.62,1.78,68.31,12.45,0,98.73
29-10-2017,18.57,30.89,23.91,2.31,85.06,13.06,0,98.83
30-10-2017,17.85,30.83,23.62,1.92,78.88,12.15,0,98.81
31-10-2017,17.48,31.12,23.4,2.04,92.69,11.54,0,98.67
01-11-2017,16.14,29.95,22.21,2.49,74.56,11.72,0,98.75
02-11-2017,16.14,29.26,22.3,2.81,71.31,11.9,0,98.7
03-11-2017,17.15,29.61,22.26,2.55,81.5,11.47,0,98.62
04-11-2017,14.94,29.05,21.39,3.02,61.5,10.93,0,98.71
05-11-2017,15.94,30.55,22.33,3.19,58.81,12.08,0,98.75
06-11-2017,15.22,30.45,22.01,2.74,63,11.47,0,98.77
07-11-2017,15.24,30.94,22.35,2.7,67.69,11.54,0,98.76
08-11-2017,15.78,30.65,22.56,2.57,78.31,11.78,0,98.76
09-11-2017,17.27,30.28,22.62,2.19,83.38,11.41,0,98.65
10-11-2017,15.92,30.19,21.84,2.7,81.88,10.62,0,98.69
11-11-2017,14.26,29.83,21.04,3.08,66.31,9.95,0,98.71
12-11-2017,13.61,29.76,20.69,3.12,60.25,10.07,0,98.57
13-11-2017,14.05,29.82,21.32,2.99,56.5,10.93,0,98.41
14-11-2017,17.42,30.33,23.6,2.91,59.12,13.79,0,98.31
15-11-2017,20.08,31.1,24.62,3.74,49.06,14.47,0,98.3
16-11-2017,18.98,31.04,24.23,3.34,44.38,14.1,0,98.37
17-11-2017,18.81,30.9,24.26,2.51,60.62,13.98,0,98.43
18-11-2017,18.64,32.64,24.81,2.54,61.44,13.43,0,98.51
19-11-2017,18.83,32.28,24.89,2.52,49.31,13.85,0,98.63
20-11-2017,19.25,32.23,25,2.61,51.62,13.79,0,98.71
21-11-2017,19.08,33.07,25.26,2.89,68.25,13.43,0.02,98.64
22-11-2017,20.48,31.9,25.26,1.71,126.88,14.4,2.31,98.55
23-11-2017,19.1,31.27,24.12,2.23,61.94,13.31,0.43,98.53
24-11-2017,17.23,31.34,22.94,2.41,55.94,11.54,0,98.71
25-11-2017,14.12,31.05,21.18,2.72,67.06,8.97,0,98.82
26-11-2017,12.27,30.46,20.01,2.5,69,7.93,0,98.95
27-11-2017,11.62,30.58,19.76,2.47,65.06,7.69,0,98.77
28-11-2017,12.37,30.76,19.98,2.41,86.19,7.45,0,98.75
29-11-2017,11.87,30.62,20.06,2.38,101.56,7.57,0,98.87
30-11-2017,12.68,30.58,20.33,2.36,85.75,7.57,0,98.8
01-12-2017,12.46,31.14,20.69,3,84.25,7.93,0,98.73
02-12-2017,12.74,30.11,20.06,3.05,79.38,7.69,0,98.83
03-12-2017,12.32,29.84,19.65,2.83,80.75,7.39,0,98.84
04-12-2017,11.41,30.05,19.5,2.16,87.12,7.45,0,98.7
05-12-2017,12.37,30.02,20.12,2.69,108.25,8.12,0,98.59
06-12-2017,13.74,30.4,21.12,2.19,100.38,8.67,0,98.53
07-12-2017,14.84,31.29,21.8,3.04,73.25,8.73,0,98.57
08-12-2017,14.41,31.31,21.54,3.45,46.69,8.67,0,98.62
09-12-2017,15.02,31.17,21.81,3.35,28,8.85,0,98.62
10-12-2017,12.05,30.33,20.39,2.75,38.81,6.29,0,98.74
11-12-2017,12.03,31.4,20.64,2.34,70.44,6.84,0,98.78
12-12-2017,13.23,32.04,21.32,2.17,79.06,7.14,0,98.8
13-12-2017,13.68,32.38,22.12,2.44,101.56,7.57,0,98.82
14-12-2017,15.18,32.42,22.85,2.91,95.38,8.06,0,98.89
15-12-2017,15.26,32.15,22.48,3.2,89.44,7.87,0,99.01
16-12-2017,14.7,31.41,22.22,3.16,83.38,8.97,0,99.14
17-12-2017,16,30.76,22.32,2.52,68.06,9.4,0,99.23
18-12-2017,13.99,30.23,20.77,2.66,51.12,7.2,0,99.2
19-12-2017,10.99,30.55,19.35,2.8,57.81,5.25,0,99.13
20-12-2017,10.37,31.3,19.48,2.92,65.19,5.92,0,99.15
21-12-2017,10.84,28.87,18.97,2.51,57.38,7.02,0,99.16
22-12-2017,13.26,30.51,20.62,2.77,56.62,7.63,0,99.01
23-12-2017,13.48,30.58,20.6,2.56,57.25,7.26,0,98.81
24-12-2017,13.21,30.54,20.83,1.97,91.44,7.08,0,98.76
25-12-2017,13.37,30.94,20.83,2.19,154.38,6.71,0,98.84
26-12-2017,10.85,29.91,19.15,3.15,45.5,4.46,0,98.96
27-12-2017,9.14,30.18,18.51,2.54,71.88,4.33,0,98.93
28-12-2017,10.12,30.8,19.07,2.56,75.75,4.88,0,98.83
29-12-2017,11.57,30.68,19.98,2.22,88.94,5.55,0,98.86
30-12-2017,12.94,30.1,20.08,2.14,78.44,6.04,0,98.83
31-12-2017,12.12,30.38,20.04,1.93,87.56,5.8,0,98.67
01-01-2018,11.7,30.45,20.16,2.51,143.94,5.86,0,98.48
02-01-2018,12.17,29.68,19.85,2.48,109.38,6.1,0,98.51
03-01-2018,12.13,29.15,19.95,2.35,137.31,5.68,0,98.67
04-01-2018,10.72,29.51,19.54,2.48,112.12,4.15,0,98.76
05-01-2018,10.76,29.88,19.39,2.37,133.19,4.76,0,98.64
06-01-2018,11.73,29.7,19.8,2.14,155.94,5,0,98.57
07-01-2018,12.83,29.3,20.04,2.09,151.12,5.55,0,98.65
08-01-2018,12.16,29.91,19.92,2.81,72.94,5.62,0,98.79
09-01-2018,11.05,29.14,19.15,2.85,65,4.46,0,99.02
